id,university,season,school_year,sport,revenue_thousands,expense_thousands,profit_thousands,athletes,revenue_athlete,expense_athlete,profit_athlete
827,Auburn University Main Campus,2001,2001-2002,Football,31205.04,10255.25,20949.79,107,291635.89,95843.46,195792.43
828,Augsburg College,2001,2001-2002,Football,179.01,166.53,12.48,82,2183.05,2030.85,152.2
829,Augustana College,2001,2001-2002,Football,44.25,370.12,-325.87,113,391.59,3275.4,-2883.81
830,Augustana College,2001,2001-2002,Football,261.72,261.72,0,82,3191.71,3191.71,0
831,Aurora University,2001,2001-2002,Football,5.23,183.56,-178.33,83,63.01,2211.57,-2148.55
832,Austin College,2001,2001-2002,Football,2.8,120.41,-117.61,76,36.84,1584.34,-1547.5
833,Austin Peay State University,2001,2001-2002,Football,31.25,283.86,-252.61,66,473.48,4300.91,-3827.42
834,Averett College,2001,2001-2002,Football,105.51,1.34,104.18,65,1623.23,20.62,1602.77
835,Avila College,2001,2001-2002,Football,26.19,581.57,-555.38,76,344.61,7652.24,-7307.63
836,Azusa Pacific University,2001,2001-2002,Football,8.7,480.21,-471.51,81,107.41,5928.52,-5821.11
837,Bacone College,2001,2001-2002,Football,20,586,-566,107,186.92,5476.64,-5289.72
838,Baker University College of Arts And Sciences,2001,2001-2002,Football,371.24,339.93,31.31,105,3535.62,3237.43,298.19
839,Bakersfield College,2001,2001-2002,Football,58.38,165.6,-107.22,87,671.03,1903.45,-1232.41
840,Baldwin-Wallace College,2001,2001-2002,Football,359.24,359.24,0,143,2512.17,2512.17,0
841,Ball State University,2001,2001-2002,Football,1067.88,2741.67,-1673.79,104,10268.08,26362.21,-16094.13
842,Bates College,2001,2001-2002,Football,0,0,0,61,0,0,0
843,Baylor University,2001,2001-2002,Football,6541.08,5837.72,703.36,162,40377.04,36035.31,4341.73
844,Belhaven College,2001,2001-2002,Football,7.88,115.29,-107.42,95,82.95,1213.58,-1130.74
845,Beloit College,2001,2001-2002,Football,0,83.82,-83.82,51,0,1643.53,-1643.53
846,Bemidji State University,2001,2001-2002,Football,343.02,343.02,0,95,3610.74,3610.74,0
847,Benedict College,2001,2001-2002,Football,99.22,752.12,-652.91,65,1526.46,11571.08,-10044.77
848,Benedictine College,2001,2001-2002,Football,86.66,456.55,-369.89,131,661.53,3485.11,-2823.59
849,Benedictine University,2001,2001-2002,Football,186.2,206.25,-20.05,49,3800,4209.18,-409.18
850,Bentley College,2001,2001-2002,Football,428.75,412.89,15.86,86,4985.47,4801.05,184.42
851,Bethany College,2001,2001-2002,Football,7.31,136.57,-129.25,113,64.69,1208.58,-1143.81
852,Bethany College,2001,2001-2002,Football,170.62,119.58,51.04,85,2007.29,1406.82,600.47
853,Bethel College,2001,2001-2002,Football,1.5,491.23,-489.73,72,20.83,6822.64,-6801.81
854,Bethel College,2001,2001-2002,Football,4.23,293.14,-288.91,55,76.91,5329.82,-5252.91
855,Bethel College,2001,2001-2002,Football,325.41,325.41,0,99,3286.97,3286.97,0
856,Bethune Cookman College,2001,2001-2002,Football,886.28,2137.7,-1251.42,81,10941.73,26391.36,-15449.63
857,Blackburn College,2001,2001-2002,Football,110.71,110.71,0,51,2170.78,2170.78,0
858,Blinn College,2001,2001-2002,Football,26.85,427.28,-400.43,70,383.57,6104,-5720.43
859,Bloomsburg University of Pennsylvania,2001,2001-2002,Football,307.73,521.88,-214.15,85,3620.35,6139.76,-2519.41
860,Bluffton College,2001,2001-2002,Football,144.74,142.34,2.4,93,1556.34,1530.54,25.81
861,Boise State University,2001,2001-2002,Football,3614.77,3235.87,378.91,114,31708.51,28384.82,3323.77
862,Boston College,2001,2001-2002,Football,13527.69,10624.37,2903.33,101,133937.52,105191.78,28745.84
863,Bowdoin College,2001,2001-2002,Football,319.27,319.27,0,63,5067.78,5067.78,0
864,Bowie State University,2001,2001-2002,Football,38.11,413.93,-375.82,70,544.43,5913.29,-5368.86
865,Bowling Green State University-Main Campus,2001,2001-2002,Football,1090.97,2475.86,-1384.89,102,10695.78,24273.14,-13577.35
866,Bridgewater College,2001,2001-2002,Football,234.05,190.01,44.04,109,2147.25,1743.21,404.04
867,Bridgewater State College,2001,2001-2002,Football,6.69,34.95,-28.26,70,95.57,499.29,-403.71
868,Brigham Young University,2001,2001-2002,Football,9880.94,10377.38,-496.44,117,84452.48,88695.56,-4243.08
869,Brown University,2001,2001-2002,Football,1221.62,1206.99,14.63,98,12465.51,12316.22,149.29
870,Bryant College,2001,2001-2002,Football,699.39,699.39,0,103,6790.19,6790.19,0
871,Bucknell University,2001,2001-2002,Football,2753.85,2587.71,166.14,90,30598.33,28752.33,1846
872,Buena Vista University,2001,2001-2002,Football,224.58,224.1,0.49,101,2223.56,2218.81,4.85
873,Butler County Community College,2001,2001-2002,Football,22.4,544.3,-521.9,134,167.16,4061.94,-3894.78
874,Butler University,2001,2001-2002,Football,125.42,275.31,-149.89,70,1791.71,3933,-2141.29
875,Butte College,2001,2001-2002,Football,6,85.67,-79.67,58,103.45,1477.07,-1373.62
876,Cabrillo College,2001,2001-2002,Football,23.47,29.36,-5.89,61,384.75,481.31,-96.56
877,California Lutheran University,2001,2001-2002,Football,251.67,255.49,-3.82,78,3226.54,3275.51,-48.97
878,California Polytechnic State Univ-San Luis Obispo,2001,2001-2002,Football,290.94,1303.71,-1012.77,85,3422.82,15337.76,-11914.94
879,California State University-Fresno,2001,2001-2002,Football,5039.16,4224.53,814.63,102,49403.53,41416.96,7986.57
880,California State University-Northridge,2001,2001-2002,Football,160,1034.54,-874.54,91,1758.24,11368.57,-9610.33
881,California State University-Sacramento,2001,2001-2002,Football,517.73,244.89,272.84,87,5950.92,2814.83,3136.09
882,California University of Pennsylvania,2001,2001-2002,Football,658.98,635.26,23.72,87,7574.48,7301.84,272.64
883,Campbellsville University,2001,2001-2002,Football,16.01,262.55,-246.55,91,175.93,2885.16,-2709.34
884,Canisius College,2001,2001-2002,Football,332.44,82.59,249.84,73,4553.97,1131.37,3422.47
885,Capital University,2001,2001-2002,Football,196.19,147.76,48.43,102,1923.43,1448.63,474.8
886,Carleton College,2001,2001-2002,Football,66.68,136.49,-69.81,42,1587.62,3249.76,-1662.14
887,Carnegie Mellon University,2001,2001-2002,Football,494.96,493,1.96,119,4159.33,4142.86,16.47
888,Carroll College,2001,2001-2002,Football,33.17,642.95,-609.78,92,360.54,6988.59,-6628.04
889,Carroll College,2001,2001-2002,Football,72.19,213.48,-141.29,60,1203.17,3558,-2354.83
890,Carson-Newman College,2001,2001-2002,Football,37.03,751.54,-714.51,169,219.11,4446.98,-4227.87
891,Carthage College,2001,2001-2002,Football,1.75,254.25,-252.5,150,11.67,1695,-1683.33
892,Case Western Reserve University,2001,2001-2002,Football,243.34,236.32,7.02,54,4506.3,4376.3,130
893,Catawba College,2001,2001-2002,Football,154.17,1026.66,-872.49,114,1352.37,9005.79,-7653.42
894,Catholic University of America,2001,2001-2002,Football,73.1,164.93,-91.83,71,1029.58,2322.96,-1293.38
895,Central College,2001,2001-2002,Football,87.54,205.74,-118.19,133,658.2,1546.92,-888.65
896,Central Connecticut State University,2001,2001-2002,Football,19.82,426,-406.18,67,295.82,6358.21,-6062.39
897,Central Lakes College-Brainerd,2001,2001-2002,Football,0,17.71,-17.71,44,0,402.5,-402.5
898,Central Methodist College,2001,2001-2002,Football,6,41.5,-35.5,96,62.5,432.29,-369.79
899,Central Michigan University,2001,2001-2002,Football,2559.18,2559.18,0,96,26658.13,26658.13,0
900,Central Missouri State University,2001,2001-2002,Football,1037.98,1037.98,0,100,10379.8,10379.8,0
901,Central Washington University,2001,2001-2002,Football,404.13,662.06,-257.94,86,4699.19,7698.37,-2999.3
902,Centre College of Kentucky,2001,2001-2002,Football,183.64,183.64,0,73,2515.62,2515.62,0
903,Cerritos College,2001,2001-2002,Football,11.17,105.05,-93.89,80,139.63,1313.13,-1173.63
904,Chabot College,2001,2001-2002,Football,5,15,-10,61,81.97,245.9,-163.93
905,Chadron State College,2001,2001-2002,Football,343.47,387.11,-43.64,95,3615.47,4074.84,-459.37
906,Chaffey Community College,2001,2001-2002,Football,105.95,125.92,-19.97,75,1412.67,1678.93,-266.27
907,Chapman University,2001,2001-2002,Football,162.6,207,-44.4,56,2903.57,3696.43,-792.86
908,Charleston Southern University,2001,2001-2002,Football,487.94,1389.14,-901.2,86,5673.72,16152.79,-10479.07
909,Cheyney University of Pennsylvania,2001,2001-2002,Football,291.89,323.6,-31.71,68,4292.5,4758.82,-466.32
910,Chowan College,2001,2001-2002,Football,13.03,168.81,-155.79,89,146.4,1896.74,-1750.45
911,Christopher Newport University,2001,2001-2002,Football,164.68,258.57,-93.89,96,1715.42,2693.44,-978.02
912,Cisco Junior College,2001,2001-2002,Football,3.63,188.06,-184.42,95,38.21,1979.58,-1941.26
913,Citadel Military College of South Carolina,2001,2001-2002,Football,623.3,2062.94,-1439.64,107,5825.23,19279.81,-13454.58
914,Citrus College,2001,2001-2002,Football,110.54,110.54,0,72,1535.28,1535.28,0
915,Claremont Mckenna College,2001,2001-2002,Football,193.93,193.93,0,67,2894.48,2894.48,0
916,Clarion University of Pennsylvania,2001,2001-2002,Football,404.54,518.14,-113.6,82,4933.41,6318.78,-1385.37
917,Clemson University,2001,2001-2002,Football,20003.98,9608.37,10395.61,115,173947.65,83551.04,90396.61
918,Coastal Carolina University,2001,2001-2002,Football,9.97,179.29,-169.31,1,9970,179290,-169310
919,Coe College,2001,2001-2002,Football,205.98,223.48,-17.5,82,2511.95,2725.37,-213.41
920,Coffeyville Community College,2001,2001-2002,Football,62.4,404.28,-341.89,83,751.81,4870.84,-4119.16
921,Colby College,2001,2001-2002,Football,287.55,49.11,238.44,75,3834,654.8,3179.2
922,Colgate University,2001,2001-2002,Football,2808.65,2742.47,66.18,89,31557.87,30814.27,743.6
923,College of Dupage,2001,2001-2002,Football,1.8,97.41,-95.61,67,26.87,1453.88,-1427.01
924,College of Marin,2001,2001-2002,Football,1.25,18.44,-17.19,33,37.88,558.79,-520.91
925,College of Mount Saint Joseph,2001,2001-2002,Football,201.17,199.08,2.09,63,3193.17,3160,33.17
926,College of San Mateo,2001,2001-2002,Football,3.4,74.26,-70.86,69,49.28,1076.23,-1026.96
927,College of The Canyons,2001,2001-2002,Football,78.99,72.3,6.69,63,1253.81,1147.62,106.19
928,College of The Desert,2001,2001-2002,Football,6.6,110.54,-103.94,71,92.96,1556.9,-1463.94
929,College of The Holy Cross,2001,2001-2002,Football,261.28,2475.07,-2213.79,105,2488.38,23572.1,-21083.71
930,College of The Redwoods,2001,2001-2002,Football,3.8,120.8,-117,77,49.35,1568.83,-1519.48
931,College of The Sequoias,2001,2001-2002,Football,10,23.4,-13.4,55,181.82,425.45,-243.64
932,College of The Siskiyous,2001,2001-2002,Football,1.25,178.33,-177.08,70,17.86,2547.57,-2529.71
933,College of William And Mary,2001,2001-2002,Football,2035.28,2260.31,-225.04,94,21651.91,24045.85,-2394.04
934,College of Wooster,2001,2001-2002,Football,4.06,180.94,-176.89,100,40.6,1809.4,-1768.9
935,Colorado College,2001,2001-2002,Football,230.35,239.63,-9.29,54,4265.74,4437.59,-172.04
936,Colorado School of Mines,2001,2001-2002,Football,42.45,473.06,-430.61,102,416.18,4637.84,-4221.67
937,Colorado State University,2001,2001-2002,Football,6158.98,6152.82,6.16,126,48880.79,48831.9,48.89
938,Columbia University In The City of New York,2001,2001-2002,Football,492.18,1246.27,-754.09,108,4557.22,11539.54,-6982.31
939,Concord College,2001,2001-2002,Football,19.67,304.89,-285.22,66,298.03,4619.55,-4321.52
940,Concordia College at Moorhead,2001,2001-2002,Football,21.94,76.16,-54.22,121,181.32,629.42,-448.1
941,Concordia University,2001,2001-2002,Football,8.89,47.62,-38.73,90,98.78,529.11,-430.33
942,Concordia University,2001,2001-2002,Football,54.29,345.79,-291.51,102,532.25,3390.1,-2857.94
943,Concordia University,2001,2001-2002,Football,249.28,193.15,56.13,67,3720.6,2882.84,837.76
944,Contra Costa College,2001,2001-2002,Football,11.76,18,-6.24,61,192.79,295.08,-102.3
945,Copiah-Lincoln Community College,2001,2001-2002,Football,12.44,241.29,-228.85,54,230.37,4468.33,-4237.96
946,Cornell College,2001,2001-2002,Football,174.61,182.08,-7.46,50,3492.2,3641.6,-149.2
947,Crown College,2001,2001-2002,Football,1.2,29.3,-28.1,48,25,610.42,-585.42
948,Culver-Stockton College,2001,2001-2002,Football,5.13,14.41,-9.28,73,70.27,197.4,-127.12
949,Cumberland College,2001,2001-2002,Football,4.7,663.27,-658.57,125,37.6,5306.16,-5268.56
950,Cumberland University,2001,2001-2002,Football,5,81.5,-76.5,105,47.62,776.19,-728.57
951,Curry College,2001,2001-2002,Football,55,107.5,-52.5,75,733.33,1433.33,-700
952,Dakota State University,2001,2001-2002,Football,9.76,1.34,8.41,90,108.44,14.89,93.44
953,Dakota Wesleyan University,2001,2001-2002,Football,5.52,221.44,-215.92,63,87.62,3514.92,-3427.3
954,Dana College,2001,2001-2002,Football,37.44,593.36,-555.92,85,440.47,6980.71,-6540.24
955,Dartmouth College,2001,2001-2002,Football,501.15,985.21,-484.06,107,4683.64,9207.57,-4523.93
956,Davidson College,2001,2001-2002,Football,43.51,389.44,-345.93,69,630.58,5644.06,-5013.48
957,De Anza College,2001,2001-2002,Football,38.93,30.99,7.94,67,581.04,462.54,118.51
958,Dean College,2001,2001-2002,Football,32.93,162.42,-129.49,64,514.53,2537.81,-2023.28
959,Defiance College,2001,2001-2002,Football,211.58,146.12,65.45,102,2074.31,1432.55,641.67
960,Delaware State University,2001,2001-2002,Football,77.35,1108.4,-1031.05,86,899.42,12888.37,-11988.95
961,Delaware Valley College,2001,2001-2002,Football,89.15,110.5,-21.35,120,742.92,920.83,-177.92
962,Delta State University,2001,2001-2002,Football,78.06,495.8,-417.74,101,772.87,4908.91,-4136.04
963,Denison University,2001,2001-2002,Football,135.64,135.64,0,72,1883.89,1883.89,0
964,Depauw University,2001,2001-2002,Football,314.41,316.08,-1.67,101,3112.97,3129.5,-16.53
965,Diablo Valley College,2001,2001-2002,Football,8.57,24.17,-15.59,68,126.03,355.44,-229.26
966,Dickinson College,2001,2001-2002,Football,4.25,141.65,-137.4,85,50,1666.47,-1616.47
967,Dickinson State University,2001,2001-2002,Football,15.71,54.99,-39.28,88,178.52,624.89,-446.36
968,Dixie State College of Utah,2001,2001-2002,Football,37.7,112.82,-75.13,85,443.53,1327.29,-883.88
969,Doane College,2001,2001-2002,Football,9.3,474.26,-464.96,54,172.22,8782.59,-8610.37
970,Dodge City Community College,2001,2001-2002,Football,6.24,167.46,-161.23,55,113.45,3044.73,-2931.45
971,Drake University,2001,2001-2002,Football,69.56,450.33,-380.77,95,732.21,4740.32,-4008.11
972,Duke University,2001,2001-2002,Football,6415.1,6262.78,152.32,84,76370.24,74556.9,1813.33
973,Duquesne University,2001,2001-2002,Football,383.73,347.56,36.18,97,3955.98,3583.09,372.99
974,Earlham College,2001,2001-2002,Football,0.91,75.08,-74.16,53,17.17,1416.6,-1399.25
975,East Carolina University,2001,2001-2002,Football,5581.99,5085.09,496.91,132,42287.8,38523.41,3764.47
976,East Central Community College,2001,2001-2002,Football,11.06,54.26,-43.21,60,184.33,904.33,-720.17
977,East Central University,2001,2001-2002,Football,237.87,367.23,-129.37,114,2086.58,3221.32,-1134.82
978,East Los Angeles College,2001,2001-2002,Football,0,0,0,65,0,0,0
979,East Mississippi Community College,2001,2001-2002,Football,3.91,185.19,-181.28,55,71.09,3367.09,-3296
980,East Stroudsburg University of Pennsylvania,2001,2001-2002,Football,365.86,365.86,0,82,4461.71,4461.71,0
981,East Tennessee State University,2001,2001-2002,Football,321.83,1423.2,-1101.37,105,3065.05,13554.29,-10489.24
982,East Texas Baptist University,2001,2001-2002,Football,24.35,453.64,-429.29,90,270.56,5040.44,-4769.89
983,Eastern Arizona College,2001,2001-2002,Football,6.54,198.61,-192.07,81,80.74,2451.98,-2371.23
984,Eastern Illinois University,2001,2001-2002,Football,1181.1,1154.35,26.75,93,12700,12412.37,287.63
985,Eastern Kentucky University,2001,2001-2002,Football,1464.57,1464.57,0,100,14645.7,14645.7,0
986,Eastern Michigan University,2001,2001-2002,Football,2604.45,2923.63,-319.18,127,20507.48,23020.71,-2513.23
987,Eastern New Mexico University-Main Campus,2001,2001-2002,Football,9.29,471.24,-461.96,105,88.48,4488,-4399.62
988,Eastern Oregon University,2001,2001-2002,Football,284.37,279.62,4.75,110,2585.18,2542,43.18
989,Eastern Washington University,2001,2001-2002,Football,1522.31,1673.4,-151.09,92,16546.85,18189.13,-1642.28
990,Edinboro University of Pennsylvania,2001,2001-2002,Football,577.4,577.4,0,78,7402.56,7402.56,0
991,El Camino College,2001,2001-2002,Football,7.17,23,-15.83,105,68.29,219.05,-150.76
992,Elizabeth City State University,2001,2001-2002,Football,347.11,257.24,89.87,70,4958.71,3674.86,1283.86
993,Elmhurst College,2001,2001-2002,Football,159.71,170.27,-10.56,69,2314.64,2467.68,-153.04
994,Elon College,2001,2001-2002,Football,469.23,1764.2,-1294.97,100,4692.3,17642,-12949.7
995,Emory And Henry College,2001,2001-2002,Football,228.89,69.8,159.09,132,1734.02,528.79,1205.23
996,Emporia State University,2001,2001-2002,Football,310.68,661.16,-350.48,93,3340.65,7109.25,-3768.6
997,Erie Community College-City Campus,2001,2001-2002,Football,91.63,71.84,19.79,73,1255.21,984.11,271.1
998,Eureka College,2001,2001-2002,Football,5.21,96.81,-91.6,65,80.15,1489.38,-1409.23
999,Evangel University,2001,2001-2002,Football,7.9,664.63,-656.73,77,102.6,8631.56,-8528.96
1000,Fairfield University,2001,2001-2002,Football,488.84,488.84,0,79,6187.85,6187.85,0
1001,Fairleigh Dickinson University,2001,2001-2002,Football,196.4,163.22,33.18,81,2424.69,2015.06,409.63
1002,Fairmont State College,2001,2001-2002,Football,93.52,433.54,-340.03,99,944.65,4379.19,-3434.65
1003,Fayetteville State University,2001,2001-2002,Football,89.57,400.46,-310.89,58,1544.31,6904.48,-5360.17
1004,Fergus Falls Community College,2001,2001-2002,Football,37.13,38.42,-1.29,64,580.16,600.31,-20.16
1005,Ferris State University,2001,2001-2002,Football,773.5,774.53,-1.03,122,6340.16,6348.61,-8.44
1006,Ferrum College,2001,2001-2002,Football,221.87,253.98,-32.11,103,2154.08,2465.83,-311.75
1007,Fitchburg State College,2001,2001-2002,Football,5.46,50.69,-45.23,56,97.5,905.18,-807.68
1008,Florida Agricultural And Mechanical University,2001,2001-2002,Football,238.93,238.93,0,114,2095.88,2095.88,0
1009,Florida Atlantic University-Boca Raton,2001,2001-2002,Football,2291.82,3909.74,-1617.92,101,22691.29,38710.3,-16019.01
1010,Florida International University,2001,2001-2002,Football,2609.5,1390.99,1218.52,89,29320.22,15629.1,13691.24
1011,Florida State University,2001,2001-2002,Football,15789.32,7549.9,8239.42,105,150374.48,71903.81,78470.67
