Player,Draft Year,Height Without Shoes,Height Without Shoes (inches),Height,Height (inches),Weight (lbs),Wingspan,Wingspan (inches),Reach,Reach (inches),Body Fat (%),Hand Length (inches),Hand Width (inches),No Step Verticle (inches),No Step Verticle Reach,No Step Verticle Reach (inches),Max Verticle (Inches),Max Verticle Reach,Max Verticle Reach (inches),Bench Press (reps of 185lbs.),Lane Agility Drill ,Sprint (3 Quarter Court in seconds),Predraft Rank,Draft Number,Draftexpress_Player_URL,Source,ID.Date
Joel Cornette,2003,"6' 8.25""",80.25,"6' 9.5""",81.5,239,"6' 9.25""",NA,"8' 9.5""",105.5,12.90%,NA,NA,26,"10' 11.5""",131.5,32.5,"11' 6""",138,13,11.27,3.14,27,NA,http://draftexpress.com/profile/Joel-Cornette-33617/,Draftexpress,5/1/03
Joe Johnson,2001,"6' 6.75""",78.75,"6' 8.25""",80.25,226,"6' 9""",NA,"8' 9""",105,NA,NA,NA,32.5,"11' 5.5""",137.5,36.5,"11' 9.5""",141.5,12,12.05,3.4,44,10,http://draftexpress.com/profile/Joe-Johnson-3013/,Draftexpress,5/1/01
Joe Jackson,2009,NA,NA,"6' 0.5""",72.5,163,"6' 3""",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Joe-Jackson-5739/,Draftexpress,5/1/09
Joe Ingles,2009,"6' 7.75""",79.75,"6' 8.25""",80.25,209,"6' 10.25""",82.25,"8' 9""",105,10.10%,NA,NA,26,"10' 11""",131,31,"11' 4""",136,3,10.66,3.3,NA,52,http://draftexpress.com/profile/Joe-Ingles-1119/,Draftexpress,5/1/09
Joe Ingles,2009,"6' 7""",79,"6' 8.25""",80.25,215,"6' 10.25""",82.25,"8' 10""",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85,NA,NA,http://draftexpress.com/profile/Joe-Ingles-1119/,Draftexpress,5/1/09
Joe Crawford,2008,"6' 3""",75,"6' 4""",76,213,"6' 5.75""",77.75,"8' 3.5""",99.5,7.60%,NA,NA,31,"10' 10.5""",130.5,36,"11' 3.5""",135.5,13,11.67,3.22,NA,58,http://draftexpress.com/profile/Joe-Crawford-219/,Draftexpress,5/1/08
Joe Crawford,2008,"6' 4""",76,"6' 5""",77,218,"6' 5.75""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Joe-Crawford-219/,Draftexpress,5/1/08
Joe Alexander,2008,"6' 7.25""",79.25,"6' 8.25""",80.25,220,"6' 11.5""",NA,"8' 10""",106,5.80%,NA,NA,32.5,"11' 6.5""",138.5,38.5,"12' 0.5""",144.5,24,11.33,2.99,NA,8,http://draftexpress.com/profile/Joe-Alexander-1185/,Draftexpress,5/1/08
Jodie Meeks,2009,"6' 3""",75,"6' 4""",76,211,"6' 4.5""",76.5,"8' 2""",98,8.00%,NA,NA,28.5,"10' 6.5""",126.5,37,"11' 3""",135,14,10.96,3.1,NA,44,http://draftexpress.com/profile/Jodie-Meeks-5529/,Draftexpress,5/1/09
Jobey Thomas,2002,"6' 2.75""",74.75,"6' 4.25""",76.25,183,"6' 5.75""",NA,"8' 3.5""",99.5,NA,NA,NA,26,"10' 5.5""",125.5,32,"10' 11.5""",131.5,13,11.46,3.3,37,NA,http://draftexpress.com/profile/Jobey-Thomas-5538/,Draftexpress,5/1/02
Joan Sastre,2011,"6' 6.35""",78.35,"6' 7.53""",79.53,191,"6' 9.10""",81.1,"8' 4.39""",100.39,5.90%,NA,NA,21.7,"10' 2.09""",122.09,29.1,"10' 9.49""",129.49,NA,NA,3.32,NA,NA,http://draftexpress.com/profile/Joan-Sastre-6322/,Draftexpress,5/1/11
Joakim Noah,2007,"6' 10.5""",82.5,"7' 0""",84,223,"7' 1.25""",NA,"8' 10.5""",106.5,4.80%,NA,NA,32.5,"11' 7""",139,37.5,"12' 0""",144,12,11.79,3.47,43,9,http://draftexpress.com/profile/Joakim-Noah-589/,Draftexpress,5/1/07
Joah Tucker,2006,"6' 3.75""",75.75,"6' 5.25""",77.25,224,"6' 6.5""",NA,"8' 3.5""",99.5,7.00%,NA,NA,29,"10' 8.5""",128.5,34,"11' 1.5""",133.5,19,11.58,3.31,21,NA,http://draftexpress.com/profile/Joah-Tucker-492/,Draftexpress,5/1/06
Joah Tucker,2006,"6' 4.5""",76.5,"6' 5.75""",77.75,235,"6' 6.75""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Joah-Tucker-492/,Draftexpress,5/1/06
J-Mychal Reese,2011,NA,NA,"6' 2""",74,169,"6' 3""",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/J-Mychal-Reese-7073/,Draftexpress,5/1/11
J-Mychal Reese,2011,NA,NA,"6' 1.5""",73.5,172,"6' 4""",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/J-Mychal-Reese-7073/,Draftexpress,5/1/11
J-Mychal Reese,2011,NA,NA,"6' 1.5""",73.5,172,"6' 4""",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/J-Mychal-Reese-7073/,Draftexpress,5/1/11
J-Mychal Reese,2010,NA,NA,"6' 2""",74,169,"6' 3""",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/J-Mychal-Reese-7073/,Draftexpress,5/1/10
Jiri Hubalek,2008,"6' 9.5""",81.5,"6' 11""",83,226,"6' 10.75""",NA,"9' 1""",109,8.80%,NA,NA,20.5,"10' 9.5""",129.5,26,"11' 3""",135,2,12.26,3.54,NA,NA,http://draftexpress.com/profile/Jiri-Hubalek-5173/,Draftexpress,5/1/08
Jiri Hubalek,2008,"6' 10.25""",82.25,"6' 11.75""",83.75,236,"6' 10.25""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Jiri-Hubalek-5173/,Draftexpress,5/1/08
Jimmy Butler,2011,"6' 6""",78,"6' 7.75""",79.75,222,"6' 7.5""",79.5,"8' 5.5""",101.5,5.40%,9,9,32,"11' 1.5""",133.5,39,"11' 8.5""",140.5,14,11.92,3.15,NA,30,http://draftexpress.com/profile/Jimmy-Butler-6315/,Draftexpress,5/1/11
Jimmy Butler,2011,"6' 6.25""",78.25,NA,NA,215,"6' 8""",80,"8' 5""",101,NA,NA,NA,31,"11' 0""",132,NA,NA,NA,NA,11.3,3.31,NA,30,http://draftexpress.com/profile/Jimmy-Butler-6315/,Draftexpress,5/1/11
Jimmy Baron,2009,"6' 3.5""",75.5,"6' 4.75""",76.75,193,"6' 5""",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Jimmy-Baron-23160/,Draftexpress,5/1/09
Jimmie Taylor,2011,NA,NA,"6' 9.5""",81.5,212,"7' 6""",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Jimmie-Taylor-7077/,Draftexpress,5/1/11
Jimmie Hunter,2000,"6' 3""",75,"6' 3.62""",75.62,170,"6' 8""",NA,"8' 4""",100,NA,NA,NA,29,"10' 9""",129,36,"11' 4""",136,,11.23,3.35,33,NA,http://draftexpress.com/profile/Jimmie-Hunter-5390/,Draftexpress,5/1/00
James Fredette,2011,"6' 0.75""",72.75,"6' 2.5""",74.5,196,"6' 4.5""",76.5,"8' 0.5""",96.5,7.70%,8,8.5,28,"10' 4.5""",124.5,33,"10' 9.5""",129.5,14,10.42,3.21,NA,20,http://draftexpress.com/profile/Jimmer-Fredette-5810/,Draftexpress,5/1/11
Jimmer Fredette,2010,NA,NA,"6' 2.5""",74.5,196,"6' 5""",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,http://draftexpress.com/profile/Jimmer-Fredette-5810/,Draftexpress,5/1/10
Jimmy Jackson,1992,"6' 5.25""",77.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,http://draftexpress.com/profile/Jim-Jackson-2938/,Draftexpress,5/1/92
Jet Chang,2012,"6' 3""",75,NA,NA,193,"6' 6""",78,NA,NA,NA,NA,NA,30.3,NA,NA,NA,NA,NA,NA,10.3,3.31,NA,NA,http://draftexpress.com/profile/Jet-Chang-46180/,Draftexpress,5/1/12
Jesse Sanders,2012,"6' 2""",74,NA,NA,197,"6' 2.5""",74.5,NA,NA,NA,NA,NA,30.3,NA,NA,NA,NA,NA,NA,11.32,3.36,NA,NA,http://draftexpress.com/profile/Jesse-Sanders-19122/,Draftexpress,5/1/12
Jeryl Sasser,2001,"6' 5.5""",77.5,"6' 6.75""",78.75,194,"6' 10.5""",NA,"8' 7.5""",103.5,NA,NA,NA,29,"11' 0.5""",132.5,34,"11' 5.5""",137.5,1,11.47,3.22,49,22,http://draftexpress.com/profile/Jeryl-Sasser-4231/,Draftexpress,5/1/01
Jerry Stackhouse,1995,"6' 4.5""",76.5,NA,NA,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,http://draftexpress.com/profile/Jerry-Stackhouse-4458/,Draftexpress,5/1/95
Jerry Holman,2003,"6' 8.75""",80.75,"6' 9.75""",81.75,232,"7' 3.25""",NA,"9' 1.5""",109.5,6.00%,NA,NA,33,"11' 10.5""",142.5,37.5,"12' 3""",147,11,11.54,3.24,23,NA,http://draftexpress.com/profile/Jerry-Holman-32939/,Draftexpress,5/1/03
Jerry Green,2001,"6' 1.5""",73.5,"6' 2.75""",74.75,179,"6' 6.25""",NA,"8' 3""",99,NA,NA,NA,28.5,"10' 7.5""",127.5,35,"11' 2""",134,13,11.7,3.17,32,NA,http://draftexpress.com/profile/Jerry-Green-5659/,Draftexpress,5/1/01
Jerryd Bayless,2008,"6' 1.75""",73.75,"6' 3""",75,204,"6' 3.5""",75.5,"8' 1""",97,4.70%,NA,NA,31,"10' 8""",128,38,"11' 3""",135,10,11.26,3.07,NA,11,http://draftexpress.com/profile/Jerryd-Bayless-1067/,Draftexpress,5/1/08
Jerryd Bayless,2007,NA,NA,"6' 3.5""",75.5,NA,"6' 3""",NA,"8' 4""",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,http://draftexpress.com/profile/Jerryd-Bayless-1067/,Draftexpress,5/1/07
Jerome Williams,1996,"6' 8""",80,NA,NA,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,http://draftexpress.com/profile/Jerome-Williams-4899/,Draftexpress,5/1/96
Jerome Randle,2010,"5' 9.25""",69.25,NA,NA,169,"6' 0""",72,"7' 4.5""",88.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,http://draftexpress.com/profile/Jerome-Randle-5778/,Draftexpress,5/1/10
Jerome Randle,2009,NA,NA,"5' 10""",70,165,"5' 8""",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,http://draftexpress.com/profile/Jerome-Randle-5778/,Draftexpress,5/1/09
Jerome Jordan,2010,"6' 11.5""",83.5,"7' 0.75""",84.75,244,"7' 5.25""",89.25,"9' 5""",113,6.90%,9,10.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,http://draftexpress.com/profile/Jerome-Jordan-5160/,Draftexpress,5/1/10
Jerome Jordan,2009,NA,NA,"7' 0.5""",84.5,245,"7' 6""",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,http://draftexpress.com/profile/Jerome-Jordan-5160/,Draftexpress,5/1/09
Jerome Jordan,2009,NA,NA,"7' 0.5""",84.5,245,"7' 6""",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,http://draftexpress.com/profile/Jerome-Jordan-5160/,Draftexpress,5/1/09
Jerome James,1998,"6' 11.5""",83.5,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,http://draftexpress.com/profile/Jerome-James-2964/,Draftexpress,5/1/98
Jerome Beasley,2003,"6' 9""",81,"6' 10.25""",82.25,237,"7' 0.5""",NA,"8' 11""",107,9.90%,NA,NA,27,"11' 2""",134,32,"11' 7""",139,10,11.36,3.25,42,33,http://draftexpress.com/profile/Jerome-Beasley-1636/,Draftexpress,5/1/03
Jerome Allen,1995,"6' 3""",75,NA,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,http://draftexpress.com/profile/Jerome-Allen-1481/,Draftexpress,5/1/95
Jermareo Davidson,2007,"6' 9.5""",81.5,"6' 11""",83,230,"7' 4""",NA,"9' 1.5""",109.5,6.90%,NA,NA,27,"11' 4.5""",136.5,30,"11' 7.5""",139.5,7,12.63,3.53,77,36,http://draftexpress.com/profile/Jermareo-Davidson-397/,Draftexpress,5/1/07
Jermaine Taylor,2009,"6' 3.5""",75.5,"6' 4.75""",76.75,207,"6' 8.75""",80.75,"8' 5""",101,5.80%,NA,NA,34,"11' 3""",135,37.5,"11' 6.5""",138.5,16,11.54,3.32,NA,32,http://draftexpress.com/profile/Jermaine-Taylor-5670/,Draftexpress,5/1/09
Jermaine Taylor,2009,"6' 3.5""",75.5,"6' 4.5""",76.5,208,"6' 8.25""",80.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,http://draftexpress.com/profile/Jermaine-Taylor-5670/,Draftexpress,5/1/09
Jermaine Boyette,2003,"6' 1""",73,"6' 2.25""",74.25,187,"6' 4""",NA,"8' 0""",96,7.30%,NA,NA,29,"10' 5""",125,35.5,"10' 11.5""",131.5,14,11.2,3.07,13,NA,http://draftexpress.com/profile/Jermaine-Boyette-32245/,Draftexpress,5/1/03
Jermaine Beal,2010,"6' 2.75""",74.75,NA,NA,209,"6' 8""",80,"8' 3.5""",99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Jermaine-Beal-5847/,Draftexpress,5/1/10
Jeremy Veal,1998,"6' 0.5""",72.5,NA,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Jeremy-Veal-36086/,Draftexpress,5/1/98
Jeremy Tyler,2011,"6' 9""",81,"6' 10.5""",82.5,262,"7' 5""",89,"9' 2.5""",110.5,13.40%,9.25,9,28,"11' 6.5""",138.5,33.5,"12' 0""",144,10,11.26,3.29,NA,39,http://draftexpress.com/profile/Jeremy-Tyler-1327/,Draftexpress,5/1/11
Jeremy Tyler,2010,"6' 9.10""",81.1,"6' 10.28""",82.28,246,"7' 3.80""",87.8,"9' 2.63""",110.63,NA,NA,NA,27.2,"11' 5.83""",137.83,33.1,"11' 11.73""",143.73,NA,NA,NA,NA,39,http://draftexpress.com/profile/Jeremy-Tyler-1327/,Draftexpress,5/1/10
Jeremy Pargo,2008,"6' 0.5""",72.5,"6' 1.5""",73.5,208,"6' 5""",77,"8' 0""",96,7.60%,NA,NA,32,"10' 8""",128,37,"11' 1""",133,7,10.65,3.07,NA,NA,http://draftexpress.com/profile/Jeremy-Pargo-1153/,Draftexpress,5/1/08
Jeremy Lin,2010,"6' 3""",75,NA,NA,201,"6' 5""",77,"8' 2""",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Jeremy-Lin-5802/,Draftexpress,5/1/10
Jeremy Lin,2009,NA,NA,"6' 3.5""",75.5,193,"6' 3""",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Jeremy-Lin-5802/,Draftexpress,5/1/09
Jeremy Lamb,2012,"6' 4""",76,"6' 5.25""",77.25,179,"6' 11""",83,"8' 6""",102,4.50%,8.75,9.25,31.5,"11' 1.5""",133.5,38,"11' 8""",140,5,10.98,3.25,NA,12,http://draftexpress.com/profile/Jeremy-Lamb-6380/,Draftexpress,5/1/12
Jeremy Hunt,2007,"6' 2.75""",74.75,"6' 4.75""",76.75,198,"6' 8.25""",NA,"8' 5.5""",101.5,5.20%,NA,NA,30.5,"11' 0""",132,33,"11' 2.5""",134.5,10,12.11,3.29,50,NA,http://draftexpress.com/profile/Jeremy-Hunt-1276/,Draftexpress,5/1/07
Jeremiah Rivers,2011,"6' 3.5""",75.5,"6' 4.5""",76.5,207,"6' 8.5""",80.5,NA,NA,6.70%,10.25,NA,30.5,NA,NA,37.5,NA,NA,NA,8.77,3.92,NA,NA,http://draftexpress.com/profile/Jeremiah-Rivers-19372/,Draftexpress,5/1/11
Jeremiah Rivers,2011,"6' 2.75""",74.75,NA,NA,203,"6' 8""",80,"7' 11.25""",95.25,NA,NA,NA,32.5,"10' 7.75""",127.75,NA,NA,NA,NA,11.1,3.26,NA,NA,http://draftexpress.com/profile/Jeremiah-Rivers-19372/,Draftexpress,5/1/11
Jeremiah Davis,2010,"6' 1.5""",73.5,NA,NA,203,"6' 8""",80,"8' 2""",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Jeremiah-Davis-41146/,Draftexpress,5/1/10
Jereme Richmond,2011,"6' 6""",78,"6' 7.25""",79.25,207,"6' 10.25""",82.25,"8' 10.5""",106.5,5.50%,8.75,9.5,27,"11' 1.5""",133.5,33.5,"11' 8""",140,NA,11.74,3.02,NA,33,http://draftexpress.com/profile/Jereme-Richmond-5208/,Draftexpress,5/1/11
Jereme Richmond,2009,NA,NA,"6' 7""",79,195,"6' 7""",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,http://draftexpress.com/profile/Jereme-Richmond-5208/,Draftexpress,5/1/09
Jereme Richmond,2009,NA,NA,"6' 7""",79,195,"6' 7""",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,http://draftexpress.com/profile/Jereme-Richmond-5208/,Draftexpress,5/1/09
Jerel McNeal,2009,"6' 1.5""",73.5,"6' 3""",75,190,"6' 7.25""",79.25,"8' 3.5""",99.5,5.40%,NA,NA,31.5,"10' 11""",131,36.5,"11' 4""",136,10,10.61,3.25,NA,46,http://draftexpress.com/profile/Jerel-McNeal-1161/,Draftexpress,5/1/09
Jerami Grant,2011,NA,NA,"6' 8""",80,196,"7' 2""",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Jerami-Grant-6445/,Draftexpress,5/1/11
Jerald Honeycutt,1997,"6' 6.75""",78.75,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,http://draftexpress.com/profile/Jerald-Honeycutt-2860/,Draftexpress,5/1/97
Jerai Grant,2011,"6' 7""",79,"6' 8""",80,219,"7' 0.5""",84.5,"8' 9.5""",105.5,4.30%,10,NA,32.5,"11' 6""",138,37,"11' 10.5""",142.5,NA,9.12,4.04,NA,NA,http://draftexpress.com/profile/Jerai-Grant-5523/,Draftexpress,5/1/11
Jelan Kendrick,2009,NA,NA,"6' 6.5""",78.5,186,"6' 9.5""",81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Jelan-Kendrick-5742/,Draftexpress,5/1/09
Jelan Kendrick,2009,NA,NA,"6' 6.5""",78.5,186,"6' 9.5""",81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Jelan-Kendrick-5742/,Draftexpress,5/1/09
Jelani McCoy,1998,"6' 10""",82,NA,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,http://draftexpress.com/profile/Jelani-Mccoy-3496/,Draftexpress,5/1/98
Je'Kel Foster,2006,"6' 2""",74,"6' 3""",75,211,"6' 9.75""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Je-Kel-Foster-1030/,Draftexpress,5/1/06
Jeff Teague,2009,"6' 0.25""",72.25,"6' 1.5""",73.5,175,"6' 7.5""",79.5,"8' 2.5""",98.5,4.50%,NA,NA,30.5,"10' 9""",129,36.5,"11' 3""",135,13,11.05,3.18,NA,20,http://draftexpress.com/profile/Jeff-Teague-5293/,Draftexpress,5/1/09
Jeff Taylor,2012,"6' 6""",78,"6' 7.25""",79.25,213,"6' 6.25""",78.25,"8' 5.5""",101.5,4.20%,8.25,9.75,33.5,"11' 3""",135,40,"11' 9.5""",141.5,15,10.87,3.29,NA,42,http://draftexpress.com/profile/Jeff-Taylor-1351/,Draftexpress,5/1/12
Jeffery Taylor,2011,NA,NA,"6' 7""",79,226,"6' 6""",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,http://draftexpress.com/profile/Jeff-Taylor-1351/,Draftexpress,5/1/11
Jeff Pendergraph,2009,"6' 8.75""",80.75,"6' 10""",82,240,"7' 1""",85,"8' 11""",107,5.50%,NA,NA,31,"11' 6""",138,35,"11' 10""",142,15,11.98,3.14,NA,57,http://draftexpress.com/profile/Jeff-Pendergraph-1165/,Draftexpress,5/1/09
Jeff Newton,2003,"6' 8""",80,"6' 9""",81,199,"7' 1""",NA,"8' 10""",106,5.30%,NA,NA,27.5,"11' 1.5""",133.5,34,"11' 8""",140,9,11.18,3.23,40,NA,http://draftexpress.com/profile/Jeff-Newton-33178/,Draftexpress,5/1/03
Jeff Horner,2006,"6' 1.5""",73.5,"6' 2.75""",74.75,191,"6' 3.75""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Jeff-Horner-406/,Draftexpress,5/1/06
Jeff Green,2007,"6' 7.75""",79.75,"6' 9.5""",81.5,228,"7' 1.25""",NA,"8' 7""",103,3.70%,NA,NA,33.5,"11' 4.5""",136.5,38,"11' 9""",141,17,12,3.34,18,5,http://draftexpress.com/profile/Jeff-Green-368/,Draftexpress,5/1/07
Jeff Foote,2010,"7' 0.25""",84.25,NA,NA,252,"7' 4""",88,"9' 3.5""",111.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Jeff-Foote-5841/,Draftexpress,5/1/10
Jeff Allen,2011,"6' 6""",78,"6' 7""",79,235,"7' 2""",86,"8' 11""",107,8.40%,10.25,NA,28,"11' 3""",135,34,"11' 9""",141,NA,9.77,4.09,NA,56,http://draftexpress.com/profile/Jeff-Allen-5051/,Draftexpress,5/1/11
Jeff Allen,2011,"6' 5.25""",77.25,NA,NA,227,"7' 2""",86,"8' 10""",106,NA,NA,NA,28,"11' 2""",134,NA,NA,NA,NA,12.73,3.35,NA,56,http://draftexpress.com/profile/Jeff-Allen-5051/,Draftexpress,5/1/11
Jeff Allen,2009,NA,NA,"6' 7""",79,258,"7' 2""",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,http://draftexpress.com/profile/Jeff-Allen-5051/,Draftexpress,5/1/09
Jeff Allen,2009,NA,NA,"6' 7""",79,258,"7' 2""",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,http://draftexpress.com/profile/Jeff-Allen-5051/,Draftexpress,5/1/09
Jeff Adrien,2009,"6' 5.25""",77.25,"6' 6.5""",78.5,236,"7' 2""",86,"8' 11.5""",107.5,7.90%,NA,NA,27.5,"11' 3""",135,31.5,"11' 7""",139,16,11.34,3.32,NA,NA,http://draftexpress.com/profile/Jeff-Adrien-1086/,Draftexpress,5/1/09
Jay Williams,2002,"6' 0.25""",72.25,"6' 1.75""",73.75,197,"6' 3.5""",NA,"8' 1""",97,NA,NA,NA,28.5,"10' 5.5""",125.5,36,"11' 1""",133,10,10.34,3.09,7,2,http://draftexpress.com/profile/Jay-Williams-4925/,Draftexpress,5/1/02
Jayson Granger,2009,"6' 2.25""",74.25,"6' 3.5""",75.5,200,"6' 7""",79,"8' 3""",99,NA,NA,NA,28,"10' 7""",127,31,"10' 10""",130,NA,NA,3.6,NA,NA,http://draftexpress.com/profile/Jayson-Granger-5093/,Draftexpress,5/1/09
Jaycee Carroll,2008,"6' 2""",74,"6' 3""",75,181,"6' 3.25""",75.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Jaycee-Carroll-463/,Draftexpress,5/1/08
Jawad Williams,2005,"6' 7""",79,"6' 8""",80,218,"7' 1.25""",NA,"8' 10.5""",106.5,NA,NA,NA,28,"11' 2.5""",134.5,34,"11' 8.5""",140.5,15,11.39,3.23,22,NA,http://draftexpress.com/profile/Jawad-Williams-20/,Draftexpress,5/1/05
Javaris Crittenton,2007,"6' 3""",75,"6' 4.75""",76.75,194,"6' 5.5""",NA,"8' 2""",98,4.50%,NA,NA,32.5,"10' 10.5""",130.5,38,"11' 4""",136,11,11.6,3.32,30,19,http://draftexpress.com/profile/Javaris-Crittenton-562/,Draftexpress,5/1/07
JaVale McGee,2008,"6' 11""",83,"7' 0""",84,241,"7' 6""",NA,"9' 6.5""",114.5,5.30%,NA,NA,27,"11' 9.5""",141.5,32.5,"12' 3""",147,7,12.75,3.25,NA,18,http://draftexpress.com/profile/JaVale-McGee-1197/,Draftexpress,5/1/08
Jason Terry,1999,"6' 1.5""",73.5,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,http://draftexpress.com/profile/Jason-Terry-4564/,Draftexpress,5/1/99
Jason Smith,2007,"6' 10.75""",82.75,"6' 11.5""",83.5,233,"6' 10.75""",NA,"8' 10""",106,7.50%,NA,NA,33.5,"11' 7.5""",139.5,37.5,"11' 11.5""",143.5,15,10.96,3.29,8,20,http://draftexpress.com/profile/Jason-Smith-369/,Draftexpress,5/1/07
Jason Sasser,1996,"6' 5""",77,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,http://draftexpress.com/profile/Jason-Sasser-4230/,Draftexpress,5/1/96
Jason Richardson,2001,"6' 4.75""",76.75,"6' 5.75""",77.75,213,"6' 11.5""",NA,"8' 6.5""",102.5,NA,NA,NA,32.5,"11' 3""",135,39.5,"11' 10""",142,15,11.75,3.12,14,5,http://draftexpress.com/profile/Jason-Richardson-4081/,Draftexpress,5/1/01
Jason Richards,2008,"6' 1.5""",73.5,"6' 2.5""",74.5,210,"6' 4.25""",76.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Jason-Richards-1233/,Draftexpress,5/1/08
Jason Morris,2009,NA,NA,"6' 4""",76,204,"6' 9""",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Jason-Morris-19809/,Draftexpress,5/1/09
