Season,Year_Start,Year_End,Date,Month,Day,Name,Person_Type,Current_Team,Team,First_Team,Second_Team,Third_Team,Notes,Award,Award.Name,League,fname,PTS,REB,AST,Wins,Losses,WL%,PPG,RPG,APG,BPG,PPG_Previous,RPG_Previous,APG_Previous,SPG,FG%,FT%,source
1996-1997,1996,1997,3/1/1997,3,1,Karl Malone,Player,Utah Jazz,Utah Jazz,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,35.3,11.3,5.3,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1996-1997,1996,1997,3/8/1997,3,8,Dikembe Mutombo,Player,Atlanta Hawks,Atlanta Hawks,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,2,1,66.67%,19.7,16.7,NA,4,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1996-1997,1996,1997,3/15/1997,3,15,Terry Mills,Player,Detroit Pistons,Detroit Pistons,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,21.3,NA,NA,NA,NA,NA,NA,NA,0,0.77,NBAstats.prv.pl
1996-1997,1996,1997,3/22/1997,3,22,Shaquille O'Neal,Player,Los Angeles Lakers,Los Angeles Lakers,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,31.3,11,4.3,5.3,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1996-1997,1996,1997,3/29/1997,3,29,Terrell Brandon,Player,Cleveland Cavaliers,Cleveland Cavaliers,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,26.7,NA,6.3,NA,NA,NA,NA,NA,0.53,0,NBAstats.prv.pl
1996-1997,1996,1997,4/5/1997,4,5,Tim Hardaway,Player,Miami Heat,Miami Heat,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,24.5,4.3,9.3,NA,NA,NA,NA,1.8,0,0,NBAstats.prv.pl
1996-1997,1996,1997,4/12/1997,4,12,Glen Rice,Player,New Orleans Hornets,Charlotte Hornets,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,2,1,66.67%,34,5.7,1.7,NA,NA,NA,NA,NA,0,0.48,NBAstats.prv.pl
1996-1997,1996,1997,4/19/1997,4,19,Glenn Robinson,Player,Milwaukee Bucks,Milwaukee Bucks,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,25.3,6.8,3.5,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1996-1997,1996,1997,2/14/1997,2,14,Grant Hill,Player,Detroit Pistons,Detroit Pistons,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,2,1,66.67%,28.3,12,10.7,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1996-1997,1996,1997,2/21/1997,2,21,Mitch Richmond,Player,Sacramento Kings,Sacramento Kings,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,2,1,66.67%,36,8,7,NA,NA,NA,NA,NA,0,0.62,NBAstats.prv.pl
1996-1997,1996,1997,3/7/1997,3,7,Glen Rice,Player,New Orleans Hornets,Charlotte Hornets,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,36.8,NA,NA,NA,NA,NA,NA,NA,0.57,0,NBAstats.prv.pl
1996-1997,1996,1997,3/14/1997,3,14,Alonzo Mourning,Player,Miami Heat,Miami Heat,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,27.3,11.3,NA,NA,NA,NA,NA,4,0,0,NBAstats.prv.pl
1996-1997,1996,1997,3/21/1997,3,21,Scottie Pippen,Player,Chicago Bulls,Chicago Bulls,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,32.3,6.6,5.3,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1996-1997,1996,1997,4/4/1997,4,4,Loy Vaught,Player,Los Angeles Clippers,Los Angeles Clippers,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,21.3,11.3,NA,NA,NA,NA,NA,NA,0.62,0,NBAstats.prv.pl
1996-1997,1996,1997,4/11/1997,4,11,Patrick Ewing,Player,New York Knicks,New York Knicks,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,31,9.8,NA,NA,NA,NA,NA,NA,0.62,0,NBAstats.prv.pl
1996-1997,1996,1997,4/18/1997,4,18,Karl Malone,Player,Utah Jazz,Utah Jazz,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,30.3,10,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1996-1997,1996,1997,4/25/1997,4,25,Karl Malone,Player,Utah Jazz,Utah Jazz,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,31,8,3.5,NA,NA,NA,NA,NA,0.58,0,NBAstats.prv.pl
1996-1997,1996,1997,5/2/1997,5,2,Kevin Johnson,Player,Phoenix Suns,Phoenix Suns,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,27.5,NA,7.3,NA,NA,NA,NA,NA,0,0.49,NBAstats.prv.pl
1996-1997,1996,1997,11/7/1996,11,7,Grant Hill,Player,Detroit Pistons,Detroit Pistons,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,2,1,66.67%,29.3,13.7,9.3,NA,NA,NA,NA,NA,0.59,0,NBAstats.prv.pl
1996-1997,1996,1997,11/14/1996,11,14,Allen Iverson,Player,Philadelphia 76ers,Philadelphia 76ers,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,0,4,0.00%,44.5,4.3,8,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1996-1997,1996,1997,11/21/1996,11,21,Chris Webber,Player,Washington Wizards,Washington Bullets,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,22,15.3,4.8,NA,NA,NA,NA,2,0,0,NBAstats.prv.pl
1997-1998,1997,1998,12/5/1997,12,5,Dikembe Mutombo,Player,Denver Nuggets,Denver Nuggets,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,6,1,85.71%,15.7,12.8,NA,4.8,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1997-1998,1997,1998,12/12/1997,12,12,Shaquille O'Neal,Player,Los Angeles Lakers,Los Angeles Lakers,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,27.3,11.3,NA,3,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1997-1998,1997,1998,12/19/1997,12,19,Michael Jordan,Player,Chicago Bulls,Chicago Bulls,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,2,1,66.67%,37.3,4.7,4.3,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1997-1998,1997,1998,12/26/1997,12,26,Karl Malone,Player,Utah Jazz,Utah Jazz,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,32,11.7,3.7,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1997-1998,1997,1998,1/2/1998,1,2,Wesley Person,Player,Cleveland Cavaliers,Cleveland Cavaliers,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,25.3,5.7,3,NA,NA,NA,NA,NA,0.62,0,NBAstats.prv.pl
1997-1998,1997,1998,1/9/1998,1,9,Glen Rice,Player,New Orleans Hornets,Charlotte Hornets,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,25.3,6.5,3.5,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1997-1998,1997,1998,1/16/1998,1,16,Michael Jordan,Player,Chicago Bulls,Chicago Bulls,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,30.3,6.3,3.7,NA,NA,NA,NA,2,0.47,0.9,NBAstats.prv.pl
1997-1998,1997,1998,1/23/1998,1,23,David Robinson,Player,San Antonio Spurs,San Antonio Spurs,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,2,1,66.67%,29.7,14,2.7,2.3,NA,NA,NA,NA,0.6,0,NBAstats.prv.pl
1997-1998,1997,1998,2/6/1998,2,6,Rik Smits,Player,Indiana Pacers,Indiana Pacers,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,22,11,NA,NA,NA,NA,NA,NA,0.57,0,NBAstats.prv.pl
1997-1998,1997,1998,2/20/1998,2,20,Steve Smith,Player,Atlanta Hawks,Atlanta Hawks,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,26.3,4.3,4.7,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1997-1998,1997,1998,2/27/1998,2,27,Allen Iverson,Player,Philadelphia 76ers,Philadelphia 76ers,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,25.3,4.3,7.6,NA,NA,NA,NA,NA,0.52,0,NBAstats.prv.pl
1997-1998,1997,1998,3/5/1998,3,5,Jayson Williams,Player,Brooklyn Nets,New Jersey Nets,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,2,2,50.00%,18.3,17.8,NA,NA,NA,NA,NA,NA,0.6,0,NBAstats.prv.pl
1997-1998,1997,1998,3/12/1998,3,12,David Robinson,Player,San Antonio Spurs,San Antonio Spurs,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,31.5,11.8,NA,3.3,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1997-1998,1997,1998,3/19/1998,3,19,Karl Malone,Player,Utah Jazz,Utah Jazz,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,31.3,11.3,5,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1997-1998,1997,1998,3/26/1998,3,26,Nick Anderson,Player,Orlando Magic,Orlando Magic,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,30.8,7,3.5,NA,NA,NA,NA,2,0,0,NBAstats.prv.pl
1997-1998,1997,1998,4/2/1998,4,2,Tim Duncan,Player,San Antonio Spurs,San Antonio Spurs,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,26.3,15.7,NA,5.3,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1997-1998,1997,1998,4/9/1998,4,9,Karl Malone,Player,Utah Jazz,Utah Jazz,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,32,11.3,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1997-1998,1997,1998,4/16/1998,4,16,Jason Kidd,Player,Phoenix Suns,Phoenix Suns,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,16,6.5,10,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1997-1998,1997,1998,11/5/1997,11,5,Shaquille O'Neal,Player,Los Angeles Lakers,Los Angeles Lakers,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,28.8,14.8,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1997-1998,1997,1998,11/5/1997,11,5,Alonzo Mourning,Player,Miami Heat,Miami Heat,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,25.3,11,NA,NA,NA,NA,NA,NA,0.67,0,NBAstats.prv.pl
1997-1998,1997,1998,11/12/1997,11,12,Michael Jordan,Player,Chicago Bulls,Chicago Bulls,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,35.7,NA,5,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1997-1998,1997,1998,11/19/1997,11,19,Sam Cassell,Player,Brooklyn Nets,New Jersey Nets,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,30,NA,11,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1997-1998,1997,1998,11/26/1997,11,26,Jason Kidd,Player,Phoenix Suns,Phoenix Suns,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,17.3,8.3,11,NA,NA,NA,NA,4,0,0,NBAstats.prv.pl
1998-1999,1998,1999,12/3/1998,12,3,Gary Payton,Player,Oklahoma City Thunder,Seattle SuperSonics,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,5,1,83.33%,26.4,5.8,9,NA,NA,NA,NA,2,0,0,NBAstats.prv.pl
1998-1999,1998,1999,12/10/1998,12,10,Stephon Marbury,Player,Minnesota Timberwolves,Minnesota Timberwolves,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,24.3,NA,11.8,NA,NA,NA,NA,NA,0.55,0,NBAstats.prv.pl
1998-1999,1998,1999,12/17/1998,12,17,Antonio McDyess,Player,Denver Nuggets,Denver Nuggets,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,24.2,12.2,NA,3.6,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1998-1999,1998,1999,12/24/1998,12,24,Tim Duncan,Player,San Antonio Spurs,San Antonio Spurs,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,27.5,11.5,NA,3.3,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1998-1999,1998,1999,1/6/1999,1,6,Alonzo Mourning,Player,Miami Heat,Miami Heat,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,19.8,10.5,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1998-1999,1998,1999,1/13/1999,1,13,Vince Carter,Player,Toronto Raptors,Toronto Raptors,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,5,1,83.33%,20,7,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1998-1999,1998,1999,1/20/1999,1,20,Darrell Armstrong,Player,Orlando Magic,Orlando Magic,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,22.3,NA,4.8,NA,NA,NA,NA,3.5,0,0,NBAstats.prv.pl
1998-1999,1998,1999,2/4/1999,2,4,Kevin Garnett,Player,Minnesota Timberwolves,Minnesota Timberwolves,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,24.7,8.6,6.3,NA,NA,NA,NA,NA,0.66,0,NBAstats.prv.pl
1998-1999,1998,1999,2/18/1999,2,18,Karl Malone,Player,Utah Jazz,Utah Jazz,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,28.8,10.5,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1998-1999,1998,1999,2/25/1999,2,25,Jason Kidd,Player,Phoenix Suns,Phoenix Suns,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,22.9,5,10.5,NA,NA,NA,NA,2.8,0,0,NBAstats.prv.pl
1998-1999,1998,1999,3/5/1999,3,5,Chris Webber,Player,Sacramento Kings,Sacramento Kings,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,20.5,11.8,3,NA,NA,NA,NA,2,0,0,NBAstats.prv.pl
1998-1999,1998,1999,3/12/1999,3,12,Grant Hill,Player,Detroit Pistons,Detroit Pistons,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,26.8,8.5,5.3,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,3/19/2000,3,19,Sam Cassell,Player,Milwaukee Bucks,Milwaukee Bucks,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,29,NA,9,NA,NA,NA,NA,NA,0.69,0,NBAstats.prv.pl
1999-2000,1999,2000,3/25/2000,3,25,Kevin Garnett,Player,Minnesota Timberwolves,Minnesota Timberwolves,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,2,1,66.67%,25.5,13,5,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,4/1/2000,4,1,Vince Carter,Player,Toronto Raptors,Toronto Raptors,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,24.3,8,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,4/9/2000,4,9,Tim Duncan,Player,San Antonio Spurs,San Antonio Spurs,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,24.3,14.8,NA,4.3,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,4/15/2000,4,15,Shaquille O'Neal,Player,Los Angeles Lakers,Los Angeles Lakers,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,25.8,14.8,NA,NA,NA,NA,NA,NA,0.58,0,NBAstats.prv.pl
1999-2000,1999,2000,11/4/1999,11,4,Alonzo Mourning,Player,Miami Heat,Miami Heat,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,25.5,9.8,NA,6,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,11/4/1999,11,4,Jason Kidd,Player,Phoenix Suns,Phoenix Suns,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,25.7,11.7,11.7,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,11/12/1999,11,12,Kevin Garnett,Player,Minnesota Timberwolves,Minnesota Timberwolves,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,23,15,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,11/12/1999,11,12,Chris Webber,Player,Sacramento Kings,Sacramento Kings,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,2,1,66.67%,27,10.5,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,11/19/1999,11,19,Grant Hill,Player,Detroit Pistons,Detroit Pistons,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,38.8,5.3,7.5,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,11/19/1999,11,19,Chris Webber,Player,Sacramento Kings,Sacramento Kings,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,30.5,14.5,NA,3,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,11/25/1999,11,25,Steve Francis,Player,Houston Rockets,Houston Rockets,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,22.3,5.5,9.8,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,11/25/1999,11,25,Dikembe Mutombo,Player,Atlanta Hawks,Atlanta Hawks,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,2,1,66.67%,13.7,19.7,NA,3,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,12/3/1999,12,3,Michael Finley,Player,Dallas Mavericks,Dallas Mavericks,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,26.5,8,6.3,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,12/3/1999,12,3,Shaquille O'Neal,Player,Los Angeles Lakers,Los Angeles Lakers,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,27,16.5,5,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,12/10/1999,12,10,Vince Carter,Player,Toronto Raptors,Toronto Raptors,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,2,1,66.67%,35.7,7.7,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,12/10/1999,12,10,Karl Malone,Player,Utah Jazz,Utah Jazz,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,28.8,10.8,5.5,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,12/17/1999,12,17,Shaquille O'Neal,Player,Los Angeles Lakers,Los Angeles Lakers,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,43,15.3,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,12/17/1999,12,17,Jalen Rose,Player,Indiana Pacers,Indiana Pacers,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,26.8,7.5,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,12/24/1999,12,24,Kevin Garnett,Player,Minnesota Timberwolves,Minnesota Timberwolves,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,35.3,10,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,12/24/1999,12,24,Tim Duncan,Player,San Antonio Spurs,San Antonio Spurs,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,26,15.3,NA,3.3,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,1/7/2000,1,7,Alonzo Mourning,Player,Miami Heat,Miami Heat,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,22.3,12.5,NA,4.5,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1999-2000,1999,2000,1/7/2000,1,7,Kobe Bryant,Player,Los Angeles Lakers,Los Angeles Lakers,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,29.7,6,7,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
2000-2001,2000,2001,1/14/2001,1,14,Karl Malone,Player,Utah Jazz,Utah Jazz,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,31.7,9,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
2000-2001,2000,2001,1/14/2001,1,14,John Stockton,Player,Utah Jazz,Utah Jazz,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,15.3,NA,12.3,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
2000-2001,2000,2001,1/20/2001,1,20,Stephon Marbury,Player,Brooklyn Nets,New Jersey Nets,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,2,1,66.67%,34.7,NA,9,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
2000-2001,2000,2001,1/20/2001,1,20,Kevin Garnett,Player,Minnesota Timberwolves,Minnesota Timberwolves,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,27,11,NA,NA,NA,NA,NA,NA,0.61,0,NBAstats.prv.pl
2000-2001,2000,2001,2/4/2001,2,4,Baron Davis,Player,New Orleans Hornets,Charlotte Hornets,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,4,1,80.00%,12.5,8.8,10.5,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
2000-2001,2000,2001,2/4/2001,2,4,Antonio McDyess,Player,Denver Nuggets,Denver Nuggets,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,2,1,66.67%,31.3,14.3,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
2000-2001,2000,2001,2/19/2001,2,19,Chris Webber,Player,Sacramento Kings,Sacramento Kings,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,28.7,12.7,NA,3.3,NA,NA,NA,NA,0,0,NBAstats.prv.pl
2000-2001,2000,2001,2/19/2001,2,19,Glenn Robinson,Player,Milwaukee Bucks,Milwaukee Bucks,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,28,10,NA,NA,NA,NA,NA,3.5,0,0,NBAstats.prv.pl
2000-2001,2000,2001,2/25/2001,2,25,Kobe Bryant,Player,Los Angeles Lakers,Los Angeles Lakers,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,34.3,4.3,4.3,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
2000-2001,2000,2001,2/25/2001,2,25,Aaron McKie,Player,Philadelphia 76ers,Philadelphia 76ers,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,22.3,6,8.7,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
2000-2001,2000,2001,3/3/2001,3,3,Allen Iverson,Player,Philadelphia 76ers,Philadelphia 76ers,NA,NA,NA,NA,Player of the Week,NA,NBA,NBA Player of the Week History.csv,NA,NA,NA,3,1,75.00%,38.7,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
