,unitid,DOE.Institution_Name,ID_School,ID_Conference,Year,Sport,ID_Variable,Variable,Total,M,W,C,C.M,C.W,AA,AA.M,AA.W,H,H.M,H.W,AS.PI,AS.PI.M,AS.PI.W,AI,AI.M,AI.W,UNK,UNK.M,UNK.W,NON,NON.M,NON.W,fname
1151,209542,Oregon State University,ORE.ST,PAC12,1998-1999,Football,Athletes,Scholarship Awards,85,85,0,35,35,0,31,31,0,4,4,0,3,3,0,1,1,0,10,10,0,1,1,0,1999Size.csv
966,204796,Ohio State University-Main Campus,OSU,BIG10,1998-1999,Football,Athletes,Scholarship Awards,82,82,0,0,0,0,46,46,0,34,34,0,0,0,0,0,0,0,0,0,0,2,2,0,1999Size.csv
970,204796,Ohio State University-Main Campus,OSU,BIG10,1998-1999,All other sports combined,Athletes,Scholarship Awards,254,102,152,1,1,0,8,6,2,199,77,122,8,1,7,0,0,0,1,1,0,37,16,21,1999Size.csv
972,204796,Ohio State University-Main Campus,OSU,BIG10,1998-1999,Cross-country and/or track,Athletes,Scholarship Awards,23,9,14,0,0,0,11,3,8,9,4,5,0,0,0,0,0,0,0,0,0,3,2,1,1999Size.csv
977,204796,Ohio State University-Main Campus,OSU,BIG10,1998-1999,Baseball,Athletes,Scholarship Awards,24,24,0,0,0,0,1,1,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Size.csv
978,204796,Ohio State University-Main Campus,OSU,BIG10,1998-1999,Basketball,Athletes,Scholarship Awards,26,12,14,0,0,0,14,9,5,9,1,8,0,0,0,0,0,0,0,0,0,3,2,1,1999Size.csv
1253,218663,University of South Carolina-Columbia,SCAR,SEC,1998-1999,Baseball,Athletes,Scholarship Awards,29,29,0,25,25,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Size.csv
1263,218663,University of South Carolina-Columbia,SCAR,SEC,1998-1999,Basketball,Athletes,Scholarship Awards,23,13,10,4,2,2,19,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Size.csv
1279,218663,University of South Carolina-Columbia,SCAR,SEC,1998-1999,Cross-country and/or track,Athletes,Scholarship Awards,39,15,24,13,4,9,24,9,15,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1999Size.csv
1280,218663,University of South Carolina-Columbia,SCAR,SEC,1998-1999,Football,Athletes,Scholarship Awards,81,81,0,20,20,0,60,60,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Size.csv
1289,218663,University of South Carolina-Columbia,SCAR,SEC,1998-1999,All other sports combined,Athletes,Scholarship Awards,124,50,74,94,33,61,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,17,10,1999Size.csv
101,122755,San Jose State University,SJ.ST,MWC,1998-1999,All other sports combined,Athletes,Scholarship Awards,148,31,117,93,17,76,5,1,4,21,10,11,9,0,9,2,0,2,18,3,15,0,0,0,1999Size.csv
102,122755,San Jose State University,SJ.ST,MWC,1998-1999,Football,Athletes,Scholarship Awards,69,69,0,29,29,0,22,22,0,7,7,0,3,3,0,2,2,0,6,6,0,0,0,0,1999Size.csv
104,122755,San Jose State University,SJ.ST,MWC,1998-1999,Baseball,Athletes,Scholarship Awards,25,25,0,21,21,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,1999Size.csv
110,122755,San Jose State University,SJ.ST,MWC,1998-1999,Cross-country and/or track,Athletes,Scholarship Awards,20,4,16,10,1,9,0,0,0,3,0,3,4,2,2,0,0,0,3,1,2,0,0,0,1999Size.csv
111,122755,San Jose State University,SJ.ST,MWC,1998-1999,Basketball,Athletes,Scholarship Awards,27,13,14,7,3,4,15,8,7,0,0,0,1,0,1,0,0,0,4,2,2,0,0,0,1999Size.csv
1350,228246,Southern Methodist University,SMU,CUSA,1998-1999,Cross-country and/or track,Athletes,Scholarship Awards,26,14,12,1,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,21,11,10,1999Size.csv
1359,228246,Southern Methodist University,SMU,CUSA,1998-1999,Football,Athletes,Scholarship Awards,87,87,0,42,42,0,40,40,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,1999Size.csv
1360,228246,Southern Methodist University,SMU,CUSA,1998-1999,Basketball,Athletes,Scholarship Awards,27,12,15,13,4,9,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Size.csv
1362,228246,Southern Methodist University,SMU,CUSA,1998-1999,All other sports combined,Athletes,Scholarship Awards,102,43,59,81,27,54,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,17,12,5,1999Size.csv
1565,243744,Stanford University,STAN,PAC12,1998-1999,Cross-country and/or track,Athletes,Scholarship Awards,40,16,24,29,13,16,6,0,6,2,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1999Size.csv
1568,243744,Stanford University,STAN,PAC12,1998-1999,Football,Athletes,Scholarship Awards,82,82,0,43,43,0,33,33,0,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,1999Size.csv
1569,243744,Stanford University,STAN,PAC12,1998-1999,Baseball,Athletes,Scholarship Awards,23,23,0,19,19,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,1,1,0,1999Size.csv
1570,243744,Stanford University,STAN,PAC12,1998-1999,Basketball,Athletes,Scholarship Awards,26,13,13,10,5,5,13,7,6,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1999Size.csv
1574,243744,Stanford University,STAN,PAC12,1998-1999,All other sports combined,Athletes,Scholarship Awards,208,83,125,159,60,99,7,2,5,14,6,8,17,9,8,0,0,0,0,0,0,11,6,5,1999Size.csv
1395,228723,Texas A & M University-College Station,TAM,SEC,1998-1999,Football,Athletes,Scholarship Awards,91,91,0,31,31,0,53,53,0,2,2,0,2,2,0,0,0,0,3,3,0,0,0,0,1999Size.csv
1401,228723,Texas A & M University-College Station,TAM,SEC,1998-1999,Basketball,Athletes,Scholarship Awards,27,13,14,9,3,6,17,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1999Size.csv
1409,228723,Texas A & M University-College Station,TAM,SEC,1998-1999,Baseball,Athletes,Scholarship Awards,35,35,0,29,29,0,2,2,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,1999Size.csv
1411,228723,Texas A & M University-College Station,TAM,SEC,1998-1999,Cross-country and/or track,Athletes,Scholarship Awards,60,30,30,40,21,19,13,6,7,2,1,1,1,0,1,0,0,0,0,0,0,4,2,2,1999Size.csv
1414,228723,Texas A & M University-College Station,TAM,SEC,1998-1999,All other sports combined,Athletes,Scholarship Awards,143,46,97,117,37,80,4,1,3,4,1,3,3,1,2,1,1,0,1,0,1,13,5,8,1999Size.csv
420,139959,University of Georgia,UGA,SEC,1998-1999,Basketball,Athletes,Scholarship Awards,24,12,12,7,3,4,15,9,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1999Size.csv
433,139959,University of Georgia,UGA,SEC,1998-1999,Football,Athletes,Scholarship Awards,77,77,0,28,28,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Size.csv
439,139959,University of Georgia,UGA,SEC,1998-1999,Cross-country and/or track,Athletes,Scholarship Awards,34,13,21,10,4,6,17,6,11,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,1999Size.csv
440,139959,University of Georgia,UGA,SEC,1998-1999,All other sports combined,Athletes,Scholarship Awards,135,38,97,117,30,87,2,1,1,2,0,2,0,0,0,1,0,1,0,0,0,13,7,6,1999Size.csv
442,139959,University of Georgia,UGA,SEC,1998-1999,Baseball,Athletes,Scholarship Awards,32,32,0,30,30,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Size.csv
738,170976,University of Michigan-Ann Arbor,UM,BIG10,1998-1999,Cross-country and/or track,Athletes,Scholarship Awards,51,22,29,25,10,15,16,7,9,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,1999Size.csv
744,170976,University of Michigan-Ann Arbor,UM,BIG10,1998-1999,Baseball,Athletes,Scholarship Awards,24,24,0,22,22,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Size.csv
746,170976,University of Michigan-Ann Arbor,UM,BIG10,1998-1999,Football,Athletes,Scholarship Awards,91,91,0,51,51,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1999Size.csv
754,170976,University of Michigan-Ann Arbor,UM,BIG10,1998-1999,Basketball,Athletes,Scholarship Awards,26,10,16,8,3,5,15,7,8,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1999Size.csv
764,170976,University of Michigan-Ann Arbor,UM,BIG10,1998-1999,All other sports combined,Athletes,Scholarship Awards,226,81,145,190,68,122,4,1,3,5,1,4,3,0,3,0,0,0,2,1,1,22,10,12,1999Size.csv
940,199120,University of North Carolina at Chapel Hill,UNC,ACC,1998-1999,All other sports combined,Athletes,Scholarship Awards,242,102,140,228,95,133,5,3,2,2,1,1,4,1,3,2,1,1,0,0,0,1,1,0,1999Size.csv
944,199120,University of North Carolina at Chapel Hill,UNC,ACC,1998-1999,Basketball,Athletes,Scholarship Awards,28,16,12,9,5,4,15,7,8,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,1999Size.csv
946,199120,University of North Carolina at Chapel Hill,UNC,ACC,1998-1999,Baseball,Athletes,Scholarship Awards,21,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Size.csv
950,199120,University of North Carolina at Chapel Hill,UNC,ACC,1998-1999,Football,Athletes,Scholarship Awards,77,77,0,21,21,0,55,55,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1999Size.csv
951,199120,University of North Carolina at Chapel Hill,UNC,ACC,1998-1999,Cross-country and/or track,Athletes,Scholarship Awards,44,22,22,24,13,11,18,7,11,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1999Size.csv
356,135726,University of Miami,UOFM,ACC,1998-1999,Football,Athletes,Scholarship Awards,60,60,0,18,18,0,37,37,0,1,1,0,0,0,0,1,1,0,1,1,0,2,2,0,1999Size.csv
362,135726,University of Miami,UOFM,ACC,1998-1999,All other sports combined,Athletes,Scholarship Awards,50,8,42,25,3,22,3,0,3,5,2,3,0,0,0,0,0,0,1,0,1,16,3,13,1999Size.csv
374,135726,University of Miami,UOFM,ACC,1998-1999,Baseball,Athletes,Scholarship Awards,23,23,0,14,14,0,1,1,0,7,7,0,0,0,0,1,1,0,0,0,0,0,0,0,1999Size.csv
375,135726,University of Miami,UOFM,ACC,1998-1999,Cross-country and/or track,Athletes,Scholarship Awards,29,9,20,7,4,3,12,1,11,4,2,2,0,0,0,0,0,0,0,0,0,6,2,4,1999Size.csv
394,135726,University of Miami,UOFM,ACC,1998-1999,Basketball,Athletes,Scholarship Awards,16,8,8,3,0,3,10,7,3,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,1999Size.csv
179,123961,University of Southern California,USC,PAC12,1998-1999,Basketball,Athletes,Scholarship Awards,28,13,15,7,3,4,17,9,8,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,1999Size.csv
190,123961,University of Southern California,USC,PAC12,1998-1999,Football,Athletes,Scholarship Awards,87,87,0,34,34,0,43,43,0,3,3,0,4,4,0,1,1,0,2,2,0,0,0,0,1999Size.csv
191,123961,University of Southern California,USC,PAC12,1998-1999,All other sports combined,Athletes,Scholarship Awards,121,38,83,80,22,58,3,1,2,1,0,1,5,3,2,0,0,0,4,2,2,28,10,18,1999Size.csv
193,123961,University of Southern California,USC,PAC12,1998-1999,Cross-country and/or track,Athletes,Scholarship Awards,35,18,17,8,6,2,13,5,8,0,0,0,0,0,0,1,0,1,0,0,0,13,7,6,1999Size.csv
200,123961,University of Southern California,USC,PAC12,1998-1999,Baseball,Athletes,Scholarship Awards,15,15,0,13,13,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1999Size.csv
1451,228778,The University of Texas at Austin,UT,BIG12,1998-1999,Football,Athletes,Scholarship Awards,84,84,0,32,32,0,50,50,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Size.csv
1456,228778,The University of Texas at Austin,UT,BIG12,1998-1999,Cross-country and/or track,Athletes,Scholarship Awards,66,34,32,31,17,14,21,10,11,6,2,4,0,0,0,0,0,0,0,0,0,8,5,3,1999Size.csv
1458,228778,The University of Texas at Austin,UT,BIG12,1998-1999,Baseball,Athletes,Scholarship Awards,27,27,0,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999Size.csv
1459,228778,The University of Texas at Austin,UT,BIG12,1998-1999,All other sports combined,Athletes,Scholarship Awards,193,60,133,160,54,106,7,1,6,7,0,7,5,0,5,2,1,1,0,0,0,12,4,8,1999Size.csv
1464,228778,The University of Texas at Austin,UT,BIG12,1998-1999,Basketball,Athletes,Scholarship Awards,28,12,16,8,2,6,18,8,10,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1999Size.csv
1486,230728,Utah State University,UTA.ST,MWC,1998-1999,All other sports combined,Athletes,Scholarship Awards,81,16,65,74,15,59,0,0,0,4,0,4,0,0,0,1,0,1,0,0,0,2,1,1,1999Size.csv
1489,230728,Utah State University,UTA.ST,MWC,1998-1999,Basketball,Athletes,Scholarship Awards,13,13,0,7,7,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1999Size.csv
1490,230728,Utah State University,UTA.ST,MWC,1998-1999,Cross-country and/or track,Athletes,Scholarship Awards,58,28,30,51,24,27,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,4,1,3,1999Size.csv
1496,230728,Utah State University,UTA.ST,MWC,1998-1999,Football,Athletes,Scholarship Awards,77,77,0,42,42,0,22,22,0,3,3,0,7,7,0,0,0,0,2,2,0,1,1,0,1999Size.csv
1313,221999,Vanderbilt University,VANDY,SEC,1998-1999,All other sports combined,Athletes,Scholarship Awards,84,34,50,70,30,40,0,0,0,2,1,1,0,0,0,0,0,0,8,1,7,4,2,2,1999Size.csv
1341,221999,Vanderbilt University,VANDY,SEC,1998-1999,Baseball,Athletes,Scholarship Awards,18,18,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1999Size.csv
1342,221999,Vanderbilt University,VANDY,SEC,1998-1999,Basketball,Athletes,Scholarship Awards,24,12,12,10,3,7,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1999Size.csv
1343,221999,Vanderbilt University,VANDY,SEC,1998-1999,Cross-country and/or track,Athletes,Scholarship Awards,23,0,23,14,0,14,4,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,1999Size.csv
1344,221999,Vanderbilt University,VANDY,SEC,1998-1999,Football,Athletes,Scholarship Awards,90,90,0,50,50,0,39,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1999Size.csv
77,100858,Auburn University,AUB,SEC,1999-2000,All other sports combined,Athletes,Scholarship Awards,159,53,106,131,40,91,5,1,4,2,1,1,0,0,0,1,0,1,1,0,1,19,11,8,2000Size.csv
78,100858,Auburn University,AUB,SEC,1999-2000,Baseball,Athletes,Scholarship Awards,26,26,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000Size.csv
79,100858,Auburn University,AUB,SEC,1999-2000,Basketball,Athletes,Scholarship Awards,29,13,16,4,3,1,23,9,14,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2000Size.csv
80,100858,Auburn University,AUB,SEC,1999-2000,Cross-country and/or track,Athletes,Scholarship Awards,44,23,21,20,9,11,13,7,6,1,1,0,0,0,0,0,0,0,0,0,0,10,6,4,2000Size.csv
81,100858,Auburn University,AUB,SEC,1999-2000,Football,Athletes,Scholarship Awards,86,86,0,36,36,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000Size.csv
12,100751,The University of Alabama,BAMA,SEC,1999-2000,Basketball,Athletes,Scholarship Awards,26,12,14,8,3,5,17,9,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2000Size.csv
14,100751,The University of Alabama,BAMA,SEC,1999-2000,All other sports combined,Athletes,Scholarship Awards,122,33,89,79,13,66,4,0,4,7,2,5,3,0,3,1,0,1,0,0,0,28,18,10,2000Size.csv
33,100751,The University of Alabama,BAMA,SEC,1999-2000,Football,Athletes,Scholarship Awards,84,84,0,25,25,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000Size.csv
36,100751,The University of Alabama,BAMA,SEC,1999-2000,Cross-country and/or track,Athletes,Scholarship Awards,45,20,25,16,5,11,16,9,7,0,0,0,0,0,0,0,0,0,0,0,0,13,6,7,2000Size.csv
39,100751,The University of Alabama,BAMA,SEC,1999-2000,Baseball,Athletes,Scholarship Awards,26,26,0,25,25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000Size.csv
454,142115,Boise State University,BOS.ST,MWC,1999-2000,All other sports combined,Athletes,Scholarship Awards,99,40,59,78,31,47,1,1,0,1,0,1,2,0,2,0,0,0,0,0,0,17,8,9,2000Size.csv
458,142115,Boise State University,BOS.ST,MWC,1999-2000,Football,Athletes,Scholarship Awards,96,96,0,61,61,0,30,30,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,2000Size.csv
459,142115,Boise State University,BOS.ST,MWC,1999-2000,Basketball,Athletes,Scholarship Awards,29,13,16,14,4,10,11,6,5,1,0,1,0,0,0,0,0,0,0,0,0,3,3,0,2000Size.csv
466,142115,Boise State University,BOS.ST,MWC,1999-2000,Cross-country and/or track,Athletes,Scholarship Awards,49,24,25,39,18,21,2,1,1,1,0,1,1,1,0,1,1,0,0,0,0,5,3,2,2000Size.csv
1219,217882,Clemson University,CLEM,ACC,1999-2000,Football,Athletes,Scholarship Awards,84,84,0,29,29,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000Size.csv
1222,217882,Clemson University,CLEM,ACC,1999-2000,Cross-country and/or track,Athletes,Scholarship Awards,57,29,28,29,16,13,20,10,10,0,0,0,0,0,0,0,0,0,1,0,1,7,3,4,2000Size.csv
1230,217882,Clemson University,CLEM,ACC,1999-2000,Basketball,Athletes,Scholarship Awards,29,13,16,8,4,4,16,5,11,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,2000Size.csv
1233,217882,Clemson University,CLEM,ACC,1999-2000,All other sports combined,Athletes,Scholarship Awards,138,67,71,102,46,56,6,4,2,4,3,1,0,0,0,1,1,0,3,3,0,22,10,12,2000Size.csv
1236,217882,Clemson University,CLEM,ACC,1999-2000,Baseball,Athletes,Scholarship Awards,36,36,0,34,34,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2000Size.csv
884,198419,Duke University,DUKE,ACC,1999-2000,Football,Athletes,Scholarship Awards,78,78,0,44,44,0,33,33,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2000Size.csv
885,198419,Duke University,DUKE,ACC,1999-2000,Basketball,Athletes,Scholarship Awards,23,10,13,10,3,7,11,5,6,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2000Size.csv
887,198419,Duke University,DUKE,ACC,1999-2000,Baseball,Athletes,Scholarship Awards,17,17,0,15,15,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000Size.csv
888,198419,Duke University,DUKE,ACC,1999-2000,All other sports combined,Athletes,Scholarship Awards,155,53,102,127,40,87,10,5,5,2,2,0,3,2,1,0,0,0,4,1,3,9,3,6,2000Size.csv
303,134130,University of Florida,FLA,SEC,1999-2000,Basketball,Athletes,Scholarship Awards,26,11,15,6,4,2,18,7,11,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2000Size.csv
306,134130,University of Florida,FLA,SEC,1999-2000,Cross-country and/or track,Athletes,Scholarship Awards,65,38,27,39,26,13,18,8,10,2,2,0,0,0,0,0,0,0,4,2,2,2,0,2,2000Size.csv
312,134130,University of Florida,FLA,SEC,1999-2000,Football,Athletes,Scholarship Awards,83,83,0,25,25,0,56,56,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2000Size.csv
326,134130,University of Florida,FLA,SEC,1999-2000,All other sports combined,Athletes,Scholarship Awards,147,48,99,116,34,82,8,1,7,6,3,3,1,1,0,0,0,0,2,1,1,14,8,6,2000Size.csv
334,134130,University of Florida,FLA,SEC,1999-2000,Baseball,Athletes,Scholarship Awards,37,37,0,28,28,0,1,1,0,5,5,0,0,0,0,0,0,0,1,1,0,2,2,0,2000Size.csv
251,134097,Florida State University,FSU,ACC,1999-2000,Baseball,Athletes,Scholarship Awards,27,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000Size.csv
269,134097,Florida State University,FSU,ACC,1999-2000,All other sports combined,Athletes,Scholarship Awards,116,37,79,77,24,53,10,3,7,8,1,7,1,0,1,0,0,0,2,2,0,18,7,11,2000Size.csv
273,134097,Florida State University,FSU,ACC,1999-2000,Basketball,Athletes,Scholarship Awards,21,10,11,10,3,7,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000Size.csv
274,134097,Florida State University,FSU,ACC,1999-2000,Football,Athletes,Scholarship Awards,69,69,0,9,9,0,56,56,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,2000Size.csv
284,134097,Florida State University,FSU,ACC,1999-2000,Cross-country and/or track,Athletes,Scholarship Awards,52,25,27,27,16,11,17,7,10,0,0,0,0,0,0,0,0,0,1,0,1,7,2,5,2000Size.csv
201,131496,Georgetown University,GTOWN,BIGEAST,1999-2000,Cross-country and/or track,Athletes,Scholarship Awards,40,18,22,27,12,15,9,4,5,2,1,1,1,0,1,0,0,0,1,1,0,0,0,0,2000Size.csv
202,131496,Georgetown University,GTOWN,BIGEAST,1999-2000,Basketball,Athletes,Scholarship Awards,30,16,14,8,4,4,17,10,7,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2000Size.csv
223,131496,Georgetown University,GTOWN,BIGEAST,1999-2000,Baseball,Athletes,Scholarship Awards,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000Size.csv
232,131496,Georgetown University,GTOWN,BIGEAST,1999-2000,All other sports combined,Athletes,Scholarship Awards,91,44,47,79,41,38,3,1,2,3,0,3,4,1,3,1,1,0,0,0,0,1,0,1,2000Size.csv
582,155399,Kansas State University,KAN.ST,BIG12,1999-2000,Baseball,Athletes,Scholarship Awards,31,31,0,29,29,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000Size.csv
583,155399,Kansas State University,KAN.ST,BIG12,1999-2000,All other sports combined,Athletes,Scholarship Awards,65,9,56,63,9,54,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2000Size.csv
584,155399,Kansas State University,KAN.ST,BIG12,1999-2000,Football,Athletes,Scholarship Awards,83,83,0,33,33,0,46,46,0,0,0,0,2,2,0,1,1,0,1,1,0,0,0,0,2000Size.csv
588,155399,Kansas State University,KAN.ST,BIG12,1999-2000,Basketball,Athletes,Scholarship Awards,27,13,14,16,6,10,10,7,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2000Size.csv
589,155399,Kansas State University,KAN.ST,BIG12,1999-2000,Cross-country and/or track,Athletes,Scholarship Awards,52,20,32,32,13,19,18,5,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2000Size.csv
646,157289,University of Louisville,LOUIS,BIGEAST,1999-2000,Baseball,Athletes,Scholarship Awards,30,30,0,20,20,0,1,1,0,6,6,0,1,1,0,0,0,0,0,0,0,2,2,0,2000Size.csv
656,157289,University of Louisville,LOUIS,BIGEAST,1999-2000,All other sports combined,Athletes,Scholarship Awards,157,51,106,110,32,78,3,0,3,4,1,3,4,0,4,0,0,0,0,0,0,36,18,18,2000Size.csv
659,157289,University of Louisville,LOUIS,BIGEAST,1999-2000,Cross-country and/or track,Athletes,Scholarship Awards,38,16,22,26,13,13,10,3,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2000Size.csv
677,157289,University of Louisville,LOUIS,BIGEAST,1999-2000,Basketball,Athletes,Scholarship Awards,30,11,19,13,2,11,17,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000Size.csv
680,157289,University of Louisville,LOUIS,BIGEAST,1999-2000,Football,Athletes,Scholarship Awards,76,76,0,22,22,0,51,51,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2000Size.csv
705,159391,Louisiana State University and Agricultural & Mechanical College,LSU,SEC,1999-2000,Baseball,Athletes,Scholarship Awards,31,31,0,29,29,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000Size.csv
710,159391,Louisiana State University and Agricultural & Mechanical College,LSU,SEC,1999-2000,Football,Athletes,Scholarship Awards,85,85,0,30,30,0,54,54,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2000Size.csv
712,159391,Louisiana State University and Agricultural & Mechanical College,LSU,SEC,1999-2000,Basketball,Athletes,Scholarship Awards,25,10,15,4,2,2,20,8,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2000Size.csv
716,159391,Louisiana State University and Agricultural & Mechanical College,LSU,SEC,1999-2000,Cross-country and/or track,Athletes,Scholarship Awards,42,20,22,9,5,4,19,7,12,0,0,0,0,0,0,0,0,0,0,0,0,14,8,6,2000Size.csv
724,159391,Louisiana State University and Agricultural & Mechanical College,LSU,SEC,1999-2000,All other sports combined,Athletes,Scholarship Awards,136,39,97,102,26,76,4,1,3,3,2,1,0,0,0,0,0,0,0,0,0,27,10,17,2000Size.csv
533,152080,University of Notre Dame,ND,IND,1999-2000,Cross-country and/or track,Athletes,Scholarship Awards,35,20,15,23,15,8,7,3,4,1,1,0,0,0,0,0,0,0,0,0,0,4,1,3,2000Size.csv
536,152080,University of Notre Dame,ND,IND,1999-2000,All other sports combined,Athletes,Scholarship Awards,190,74,116,164,58,106,3,1,2,7,3,4,2,1,1,0,0,0,0,0,0,14,11,3,2000Size.csv
554,152080,University of Notre Dame,ND,IND,1999-2000,Baseball,Athletes,Scholarship Awards,28,28,0,27,27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000Size.csv
571,152080,University of Notre Dame,ND,IND,1999-2000,Basketball,Athletes,Scholarship Awards,23,13,10,11,7,4,9,4,5,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2000Size.csv
577,152080,University of Notre Dame,ND,IND,1999-2000,Football,Athletes,Scholarship Awards,85,85,0,36,36,0,46,46,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2000Size.csv
784,181464,University of Nebraska-Lincoln,NEB,BIG10,1999-2000,Baseball,Athletes,Scholarship Awards,32,32,0,28,28,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,2000Size.csv
789,181464,University of Nebraska-Lincoln,NEB,BIG10,1999-2000,Football,Athletes,Scholarship Awards,100,100,0,57,57,0,36,36,0,1,1,0,4,4,0,0,0,0,0,0,0,2,2,0,2000Size.csv
791,181464,University of Nebraska-Lincoln,NEB,BIG10,1999-2000,Cross-country and/or track,Athletes,Scholarship Awards,70,39,31,52,28,24,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,2000Size.csv
796,181464,University of Nebraska-Lincoln,NEB,BIG10,1999-2000,All other sports combined,Athletes,Scholarship Awards,192,65,127,135,38,97,3,2,1,7,3,4,8,0,8,1,0,1,0,0,0,38,22,16,2000Size.csv
808,181464,University of Nebraska-Lincoln,NEB,BIG10,1999-2000,Basketball,Athletes,Scholarship Awards,31,12,19,14,3,11,17,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000Size.csv
