,date,player,season,pst_team,notes,new_contract_source,pst_contract_value_millions,contract_term,contract_start_season,contract_end_season,contract_option,year
36425,12/4/03,Mike Mordecai,2004,Marlins,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36426,12/4/03,Salomon Torres,2004,Pirates,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36429,12/5/03,Jaret Wright,2004,Braves,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36432,12/5/03,Carlos Baerga,2004,Diamondbacks,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2003
36436,12/5/03,Matt Herges,2004,Giants,re-signed to a 2-year contract,re-signinging,0,2,2004,2006,,2003
36447,12/6/03,Rod Beck,2004,Padres,re-signed to a 1-year contract with a 1-year team option for 2005,re-signinging,0,1,2004,2005,,2003
36449,12/6/03,Don Bridges,2004,Royals,signed free agent (from Marlins),free agency,0,1,2004,2005,,2003
36454,12/7/03,Ruben Sierra,2004,Yankees,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36456,12/7/03,Michael Tucker,2004,Giants,signed free agent (from Royals) to a 2-year contract,free agency,0,2,2004,2006,,2003
36458,12/7/03,Cal Eldred,2004,Cardinals,re-signed free agent to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36459,12/7/03,Steve Kline,2004,Cardinals,re-signed free agent to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36460,12/7/03,Mark Grudzielanek,2004,Cubs,re-signed to a 1-year contract with a 1-year team option for 2005,re-signinging,0,1,2004,2005,,2003
36461,12/7/03,Tom Goodwin,2004,Cubs,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36462,12/7/03,Robin Ventura,2004,Dodgers,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36463,12/7/03,J.T. Snow,2004,Giants,re-signed to a 1-year contract with a 1-year team option for 2005,re-signinging,0,1,2004,2005,,2003
36465,12/7/03,Shigetoshi Hasegawa,2004,Mariners,re-signed to a 2-year contract,re-signinging,0,2,2004,2006,,2003
36466,12/7/03,Chad Fox,2004,Marlins,re-signed free agent to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36471,12/7/03,Todd Pratt,2004,Phillies,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36473,12/7/03,Jason Grimsley,2004,Royals,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36475,12/7/03,Shannon Stewart,2004,Twins,re-signed to a 3-year contract,re-signinging,0,3,2004,2007,,2003
36505,12/8/03,,2004,White Sox,fired/resigned as director of player development (date approximate),free agency,0,1,2004,2005,,2003
36510,12/8/03,Vance Wilson,2004,Mets,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36531,12/8/03,Steve Reed,2004,Rockies,re-signed free agent to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36540,12/8/03,Kerry Ligtenberg,2004,Blue Jays,"signed free agent to a 2-year, $4.5M contract",free agency,4.5,2,2004,2006,,2003
36552,12/8/03,Eduardo Perez,2004,Devil Rays,signed free agent to a 2-year contract,free agency,0,2,2004,2006,,2003
36553,12/9/03,Steve Cox,2004,Cardinals,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2003
36554,12/9/03,Jhonny Nunez,2004,Dodgers,signed free agent,free agency,0,1,2004,2005,,2003
36563,12/9/03,Bartolo Colon,2004,Angels,signed free agent (from White Sox) to a 4-year contract,free agency,0,4,2004,2008,,2003
36564,12/9/03,John Thomson,2004,Braves,signed free agent (from Rangers) to a 2-year contract with a team option for 2006,free agency,0,2,2004,2006,,2003
36565,12/9/03,Brent Butler,2004,Cardinals,signed free agent (from Rockies) to a 1-year contract,free agency,0,1,2004,2005,,2003
36566,12/9/03,Eddie Guardado,2004,Mariners,signed free agent (from Twins) to a 1-year contract with mutual options for 2005 and 2006,free agency,0,1,2004,2005,,2003
36567,12/9/03,Tim Worrell,2004,Phillies,signed free agent (from Giants) to a 2-year contract,free agency,0,2,2004,2006,,2003
36568,12/9/03,Matt Stairs,2004,Royals,signed free agent (from Pirates) to a 1-year contract,free agency,0,1,2004,2005,,2003
36569,12/9/03,Scott Sullivan,2004,Royals,signed free agent (from White Sox) to a 2-year contract,free agency,0,2,2004,2006,,2003
36578,12/10/03,Brad Fullmer,2004,Rangers,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2003
36581,12/10/03,Vinny Castilla,2004,Rockies,signed free agent to a 1-year contract with a mutual option for 2005,free agency,0,1,2004,2005,,2003
36584,12/10/03,Fernando Vina,2004,Tigers,signed free agent (from Cardinals) to a 2-year contract,free agency,0,2,2004,2006,,2003
36586,12/10/03,Kazuo Matsui,2004,Mets,signed free agent to a 3-year contract,free agency,0,3,2004,2007,,2003
36587,12/10/03,Akinori Otsuka,2004,Padres,signed free agent to a 2-year contract with a team option for 2006,free agency,0,2,2004,2006,,2003
36591,12/11/03,Randy Winn,2004,Mariners,re-signed to a 2-year contract with an option for 2006,re-signinging,0,2,2004,2006,,2003
36592,12/11/03,Ryan Franklin,2004,Mariners,re-signed to a 2-year contract,re-signinging,0,2,2004,2006,,2003
36595,12/11/03,Mark Buehrle,2004,White Sox,re-signed to a 3-year contract through 2006 with a 1-year team option for 2007,re-signinging,0,3,2004,2006,1-year team option for 2007,2003
36598,12/11/03,Andy Pettitte,2004,Astros,"signed free agent (from Yankees) to a 3-year, $31.5M contract",free agency,31.5,3,2004,2007,,2003
36599,12/11/03,Benito Santiago,2004,Royals,signed free agent (from Giants) to a 2-year contract,free agency,0,2,2004,2006,,2003
36600,12/12/03,Miguel Batista,2004,Blue Jays,"signed free agent to a 3-year, $13.1M contract",free agency,13.1,3,2004,2007,,2003
36609,12/13/03,Keith Foulke,2004,Red Sox,signed free agent to a 3-year contract through 2006 with a 1-year vesting/mutual option for 2007,free agency,0,3,2004,2006,1-year vesting/mutual option for 2007,2003
36610,12/13/03,Rigoberto Beltran,2004,Reds,signed free agent,free agency,0,1,2004,2005,,2003
36612,12/14/03,Tony Graffanino,2004,Royals,signed free agent (from White Sox) to a 2-year contract,free agency,0,2,2004,2006,,2003
36616,12/14/03,Jose Cruz Jr.,2004,Devil Rays,signed free agent,free agency,0,1,2004,2005,,2003
36624,12/14/03,Rey Sanchez,2004,Devil Rays,signed free agent (from Mariners),free agency,0,1,2004,2005,,2003
36625,12/14/03,Miguel Tejada,2004,Orioles,signed free agent (from Athletics) to a 6-year contract,free agency,0,6,2004,2010,,2003
36626,12/15/03,Roberto Hernandez,2004,Phillies,signed free agent (from Braves) to a 1-year contract,free agency,0,1,2004,2005,,2003
36636,12/15/03,Rondell White,2004,Tigers,signed free agent (from Royals) to a 2-year contract,free agency,0,2,2004,2006,,2003
36658,12/15/03,Carl Everett,2004,Expos,signed free agent (from White Sox) to a 2-year contract,free agency,0,2,2004,2006,,2003
36660,12/15/03,Scott Spiezio,2004,Mariners,signed free agent (from Angels) to a 3-year contract through 2006 with a 1-year team option for 2007,free agency,0,3,2004,2006,1-year team option for 2007,2003
36704,12/15/03,John Flaherty,2004,Yankees,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36722,12/15/03,Juan Encarnacion,2004,Dodgers,re-signed to a 2-year contract,re-signinging,0,2,2004,2006,,2003
36742,12/16/03,Jake Westbrook,2004,Indians,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36750,12/16/03,Jose Guillen,2004,Angels,signed free agent (from Athletics) to a 2-year contract through 2005 with a team option for 2006,free agency,0,2,2004,2005,team option for 2006,2003
36751,12/16/03,Reggie Sanders,2004,Cardinals,signed free agent (from Pirates) to a 2-year contract through 2005,free agency,0,2,2004,2005,,2003
36758,12/16/03,Ricardo Rincon,2004,Athletics,re-signed to a 2-year contract,re-signinging,0,2,2004,2006,,2003
36760,12/16/03,Alan Benes,2004,Cardinals,signed free agent,free agency,0,1,2004,2005,,2003
36765,12/17/03,Eddie Perez,2004,Braves,signed free agent (from Brewers) to a 2-year contract,free agency,0,2,2004,2006,,2003
36767,12/17/03,Kelly Stinnett,2004,Royals,signed free agent (from Phillies) to a 1-year contract,free agency,0,1,2004,2005,,2003
36768,12/17/03,Al Levine,2004,Tigers,signed free agent (from Royals) to a 1-year contract,free agency,0,1,2004,2005,,2003
36771,12/17/03,Gary Sheffield,2004,Yankees,signed free agent (from Braves) to a 3-year contract,free agency,0,3,2004,2007,,2003
36774,12/17/03,John Franco,2004,Mets,re-signed free agent to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36793,12/18/03,Jeff Suppan,2004,Cardinals,signed free agent (from Red Sox) to a 2-year contract through 2005 with a 1-year team option for 2006,free agency,0,2,2004,2005,1-year team option for 2006,2003
36794,12/18/03,Kent Mercker,2004,Cubs,signed free agent (from Braves) to a 1-year contract,free agency,0,1,2004,2005,,2003
36795,12/18/03,Todd Hollandsworth,2004,Cubs,signed free agent (from Marlins) to a 1-year contract,free agency,0,1,2004,2005,,2003
36796,12/18/03,Mike Cameron,2004,Mets,signed free agent (from Mariners) to a 3-year contract with a 1-year team option,free agency,0,3,2004,2007,,2003
36797,12/18/03,Ismael Valdes,2004,Padres,signed free agent (from Rangers) to a 1-year contract,free agency,0,1,2004,2005,,2003
36798,12/18/03,Sterling Hitchcock,2004,Padres,signed free agent (from Cardinals) to a 1-year contract,free agency,0,1,2004,2005,,2003
36799,12/18/03,Mike DiFelice,2004,Tigers,signed free agent (from Royals) to a 1-year contract,free agency,0,1,2004,2005,,2003
36800,12/18/03,Adam Kennedy,2004,Angels,re-signed to a 3-year contract,re-signinging,0,3,2004,2007,,2003
36802,12/18/03,Matt Childers,2004,Brewers,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36803,12/18/03,Pedro Liriano,2004,Brewers,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36807,12/18/03,Wilson Alvarez,2004,Dodgers,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36811,12/18/03,Ichiro Suzuki,2004,Mariners,re-signed to a 4-year contract extension,re-signinging,0,4,2004,2008,,2003
36813,12/18/03,Henry Blanco,2004,Twins,signed free agent to a 1-year contract through 2004 with a 1-year team option for 2005,free agency,0,1,2004,2004,1-year team option for 2005,2003
36816,12/19/03,Joe Beimel,2004,Pirates,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36818,12/19/03,D'Angelo Jimenez,2004,Reds,signed to a 1-year contract,free agency,0,1,2004,2005,,2003
36819,12/19/03,Jason LaRue,2004,Reds,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36820,12/19/03,Carlos Lee,2004,White Sox,re-signeed to a 2-year contract through 2005 with a 1-year team option for 2006,free agency,0,2,2004,2005,1-year team option for 2006,2003
36821,12/19/03,Kelly Wunsch,2004,White Sox,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36830,12/19/03,Antonio Alfonseca,2004,Braves,signed free agent (from Cubs) to a 1-year contract,free agency,0,1,2004,2005,,2003
36833,12/19/03,Miguel Cairo,2004,Yankees,signed free agent (from Cardinals) to a 1-year contract,free agency,0,1,2004,2005,,2003
36834,12/19/03,Olmedo Saenz,2004,Dodgers,signed free agent,free agency,0,1,2004,2005,,2003
36840,12/19/03,Chad Zerbe,2004,Giants,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36845,12/19/03,Scott Eyre,2004,Giants,re-signed to a 2-year contract,re-signinging,0,2,2004,2006,,2003
36851,12/19/03,Brian Banks,2004,Marlins,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36852,12/19/03,Michael Tejera,2004,Marlins,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36853,12/19/03,Ramon Castro,2004,Marlins,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36854,12/19/03,Joe McEwing,2004,Mets,re-signed to a 2-year contract,re-signinging,0,2,2004,2006,,2003
36855,12/19/03,Timo Perez,2004,Mets,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36863,12/19/03,Wes Helms,2004,Brewers,re-signed to a 2-year contract,re-signinging,0,2,2004,2006,,2003
36864,12/19/03,Paul Bako,2004,Cubs,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36865,12/19/03,Ramon Martinez,2004,Cubs,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36866,12/19/03,Geoff Blum,2004,Devil Rays,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36867,12/19/03,Rob Bell,2004,Devil Rays,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36868,12/19/03,Alex Cora,2004,Dodgers,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36877,12/20/03,Armando Benitez,2004,Marlins,signed free agent (from Mariners) to a 1-year contract,free agency,0,1,2004,2005,,2003
36878,12/20/03,Jeromy Burnitz,2004,Rockies,signed free agent (from Dodgers) to a 1-year contract with a 1-year mutual option for 2005,free agency,0,1,2004,2005,,2003
36885,12/20/03,Brian Buchanan,2004,Padres,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36895,12/20/03,Doug Mirabelli,2004,Red Sox,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36904,12/20/03,Chris Woodward,2004,Blue Jays,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36907,12/20/03,Luis Vizcaino,2004,Brewers,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36910,12/20/03,Kerry Robinson,2004,Cardinals,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36921,12/20/03,Freddy Garcia,2004,Mariners,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36925,12/20/03,A.J. Burnett,2004,Marlins,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36926,12/20/03,Alex Gonzalez,2004,Marlins,re-signed to a 2-year contract,re-signinging,0,2,2004,2006,,2003
36934,12/20/03,Erubiel Durazo,2004,Athletics,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36935,12/21/03,Billy McMillon,2004,Athletics,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36936,12/21/03,Mark Redman,2004,Athletics,re-signed to a 3-year contract with a mutual option,re-signinging,0,3,2004,2007,,2003
36940,12/21/03,Michael Barrett,2004,Cubs,re-signed free agent to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36943,12/21/03,Ricky Ledee,2004,Phillies,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36951,12/22/03,Arthur Rhodes,2004,Athletics,signed free agent (from Mariners) to a 3-year contract,free agency,0,3,2004,2007,,2003
36952,12/22/03,Ben Grieve,2004,Brewers,signed free agent (from Devil Rays),free agency,0,1,2004,2005,,2003
36956,12/22/03,Gary Bennett,2004,Brewers,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2003
36957,12/22/03,Jason Marquis,2004,Cardinals,"re-signed to a 1-year, $525K contract",re-signinging,0,1,2004,2005,,2003
36960,12/22/03,Scott Strickland,2004,Mets,"re-signed free agent to a 1-year, $650K contract",re-signinging,0,1,2004,2005,,2003
36961,12/22/03,Javy Lopez,2004,Orioles,signed free agent,free agency,0,1,2004,2005,,2003
36962,12/22/03,,2004,Rangers,signed by the Yomiuri Giants of the Japanese League,free agency,0,1,2004,2005,,2003
36965,12/22/03,Edwin Almonte,2004,Red Sox,re-signed free agent to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36966,12/22/03,Gabe Kapler,2004,Red Sox,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36967,12/22/03,Gabe Kapler,2004,Red Sox,re-signed free agent to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36968,12/22/03,Jason Shiell,2004,Red Sox,re-signed free agent to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36973,12/22/03,Todd Greene,2004,Rockies,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2003
36977,12/22/03,Augie Ojeda,2004,Twins,re-signed free agent to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36978,12/22/03,Luis Rivas,2004,Twins,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
36979,12/22/03,Paul Quantrill,2004,Yankees,signed free agent to a 2-year contract through 2005 with a 1-year team option for 2006,free agency,0,2,2004,2005,1-year team option for 2006,2003
36981,12/22/03,Armando Almanza,2004,Braves,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2003
36982,12/22/03,Javy Lopez,2004,Braves,re-signed to a 3-year contract,re-signinging,0,3,2004,2007,,2003
36992,12/23/03,Pokey Reese,2004,Red Sox,signed free agent (from Pirates) to a 1-year contract,free agency,0,1,2004,2005,,2003
36993,12/23/03,Kenny Lofton,2004,Yankees,signed free agent (from Cubs) to a 2-year contract,free agency,0,2,2004,2006,,2003
36994,12/23/03,Tom Gordon,2004,Yankees,signed free agent (from White Sox) to a 2-year contract,free agency,0,2,2004,2006,,2003
36997,12/23/03,Todd Walker,2004,Cubs,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2003
36998,12/23/03,Shane Reynolds,2004,Diamondbacks,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2003
36999,12/23/03,Steve Sparks,2004,Diamondbacks,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2003
37002,12/23/03,Miguel Ojeda,2004,Padres,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
37003,12/23/03,Todd Sears,2004,Padres,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
37004,12/23/03,Shawn Wooten,2004,Phillies,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2003
37005,12/23/03,Chris Stynes,2004,Pirates,signed free agent to a 1-year contract with a 1-year team option for 2005,free agency,0,1,2004,2005,,2003
37014,12/26/03,Tony Batista,2004,Expos,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2003
37015,12/26/03,Ronnie Belliard,2004,Indians,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2003
37018,12/27/03,Valerio De Los Santos,2004,Blue Jays,"signed free agent to a 1-year, $850K contract",free agency,0,1,2004,2005,,2003
37019,12/27/03,Brian Jordan,2004,Rangers,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2003
37020,12/28/03,Mark Johnson,2004,Dodgers,signed free agent,free agency,0,1,2004,2005,,2003
37021,12/29/03,Brook Fordyce,2004,Devil Rays,re-signed to a 1-year contract,re-signinging,0,1,2004,2005,,2003
37022,12/29/03,David Dellucci,2004,Rangers,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2003
37023,12/29/03,Cory Lidle,2004,Reds,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2003
37024,12/30/03,Mike DeJean,2004,Orioles,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2003
37026,12/30/03,Jason Johnson,2004,Tigers,signed free agent to a 2-year contract,free agency,0,2,2004,2006,,2003
37030,12/31/03,David Wells,2004,Padres,signed free agent (from Yankees) to a 1-year contract,free agency,0,1,2004,2005,,2003
37034,1/4/04,Juan Gonzalez,2004,Royals,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2004
37035,1/4/04,Ramon Martinez,2004,Tigers,signed to a 1-year contract,free agency,0,1,2004,2005,,2004
37043,1/5/04,Eric Young,2004,Rangers,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2004
37047,1/5/04,Javier Vazquez,2004,Yankees,re-signed to a 4-year contract,re-signinging,0,4,2004,2008,,2004
37051,1/6/04,Frank Menechino,2004,Athletics,re-signed free agent to a 1-year contract,re-signinging,0,1,2004,2005,,2004
37053,1/6/04,Danys Baez,2004,Devil Rays,signed free agent to a 2-year contract through 2005 with a 1-year team option for 2006,free agency,0,2,2004,2005,1-year team option for 2006,2004
37054,1/6/04,Trever Miller,2004,Devil Rays,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2004
37055,1/6/04,Bubba Trammell,2004,Dodgers,signed free agent to a 1-year contract,free agency,0,1,2004,2005,,2004
